item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300003,3.0.0.3,2020/07/29 11:15:20,2020/07/29 11:15:40,Pass,,,,,,,,,,,
CountDown,5891801300003,3.0.0.3,2020/07/29 11:15:40,2020/07/29 11:16:32,Pass,,,,,,,,,,,
WaitConnect,5891801300003,3.0.0.4,2020/07/29 11:16:32,2020/07/29 11:16:34,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300003,3.0.0.3,2020/07/29 11:16:34,2020/07/29 11:18:30,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300003,3.0.0.11,2020/07/29 11:18:30,2020/07/29 11:19:49,Pass,,,,,,,,,,,
