item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300015,3.0.0.3,2020/07/29 01:01:26,2020/07/29 01:01:30,Pass,,,,,,,,,,,
CountDown,5891801300015,3.0.0.3,2020/07/29 01:01:30,2020/07/29 01:02:22,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300015,3.0.0.3,2020/07/29 01:02:22,2020/07/29 01:04:05,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300015,3.0.0.11,2020/07/29 01:04:05,2020/07/29 01:05:30,Pass,,,,,,,,,,,
