item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300068,3.0.0.3,2020/07/29 03:36:43,2020/07/29 03:36:50,Pass,,,,,,,,,,,
CountDown,5891801300068,3.0.0.3,2020/07/29 03:36:50,2020/07/29 03:37:42,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300068,3.0.0.3,2020/07/29 03:37:42,2020/07/29 03:37:51,Fail,Connect DUT fail,,,,,,,,,,
