# Calibration Validation Tool [CVT]
# Sat Jan  1 14:59:07 2022
# File Source: c:\dreamcolor\cnd140bb88_20220101142309\Data-CND140BB88\cw_Printing and Imaging (Adobe RGB).csv
# Number of Entries:  4 
# Bit Depth:  8 

Target Information
Target EOTF: ,PowerFunction,2.200000
Target Luminance: ,355.802000
Target Red [xy]: ,0.640000,0.330000
Target Green [xy]: ,0.210000,0.710000
Target Blue [xy]: ,0.150000,0.060000
Target White [xy]: ,0.312700,0.329000

Measured Red [XYZ]: ,202.179396,100.059000,5.019987
Measured Green [XYZ]: ,87.388685,249.072000,27.910860
Measured Blue [XYZ]: ,69.889050,27.398700,362.179143
CIELAB Reference White [XYZ]: ,338.174120,355.802000,387.488926
Average Measured CCT: ,6509.294046
Average Measured Gamma: ,-nan(ind)

Red,Green,Blue,X,Y,Z,x,y,L*,a*,b*,Target X,Target Y,Target Z,Target x,Target y,Target L*,Target a*,Target b*,dE_ab,dE_94,dH_94,dE_2000,dH_2000,dE_ITP,
255,255,255,341.582448,355.802000,393.908871,0.313007,0.326037,100.000000,1.674158,-1.098494,338.174120,355.802000,387.488926,0.312700,0.329000,100.000000,-0.000000,0.000000,2.002372,1.836859,0.000001,2.581754,0.000001,1.553584,
255,0,0,202.179396,100.059000,5.019987,0.658011,0.325651,59.998890,93.631981,84.059985,205.179999,105.795937,9.617812,0.640000,0.330000,61.424461,89.560835,75.150104,9.899114,2.407842,4.057225,2.570843,4.057232,17.759717,
0,255,0,87.388685,249.072000,27.910860,0.239834,0.683566,86.998325,-125.483589,94.368379,66.021992,223.217212,25.151235,0.210000,0.710000,83.303469,-137.973365,90.836209,13.495284,4.868232,10.075697,3.496158,-10.075699,14.222287,
0,0,255,69.889050,27.398700,362.179143,0.152109,0.059631,33.351290,82.893779,-110.458667,66.972129,26.788852,352.719878,0.150000,0.060000,32.982381,80.312687,-109.377268,2.822685,0.680795,1.427854,0.720956,1.427856,5.440546,
