item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300055,3.0.0.3,2020/07/29 09:50:37,2020/07/29 09:50:45,Pass,,,,,,,,,,,
CountDown,5891801300055,3.0.0.3,2020/07/29 09:50:45,2020/07/29 09:51:37,Pass,,,,,,,,,,,
WaitConnect,5891801300055,3.0.0.4,2020/07/29 09:51:37,2020/07/29 09:51:53,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300055,3.0.0.3,2020/07/29 09:51:53,2020/07/29 09:53:36,Pass,Connect DUT fail,,,,,,,,,,
GFI20_RF_LTE,5891801300055,3.0.0.11,2020/07/29 09:53:36,2020/07/29 09:54:57,Pass,,,,,,,,,,,
