item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300055,3.0.0.3,2020/07/29 00:36:25,2020/07/29 00:36:33,Pass,,,,,,,,,,,
CountDown,5891801300055,3.0.0.3,2020/07/29 00:36:33,2020/07/29 00:37:25,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300055,3.0.0.3,2020/07/29 00:37:25,2020/07/29 00:37:50,Fail,Connect DUT fail,,,,,,,,,,
