item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300058,3.0.0.3,2020/07/29 05:30:21,2020/07/29 05:30:29,Pass,,,,,,,,,,,
CountDown,5891801300058,3.0.0.3,2020/07/29 05:30:29,2020/07/29 05:31:21,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300058,3.0.0.3,2020/07/29 05:31:21,2020/07/29 05:33:16,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300058,3.0.0.11,2020/07/29 05:33:16,2020/07/29 05:35:35,Fail,LTE_2G 914.8Tx Current FAIL,,,,,,,,,,
