item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300013,3.0.0.3,2020/07/29 00:55:56,2020/07/29 00:56:05,Pass,,,,,,,,,,,
CountDown,5891801300013,3.0.0.3,2020/07/29 00:56:05,2020/07/29 00:56:58,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300013,3.0.0.3,2020/07/29 00:56:58,2020/07/29 00:58:53,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300013,3.0.0.11,2020/07/29 00:58:53,2020/07/29 01:00:17,Pass,,,,,,,,,,,
