item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300063,3.0.0.3,2020/07/29 00:28:36,2020/07/29 00:28:45,Pass,,,,,,,,,,,
CountDown,5891801300063,3.0.0.3,2020/07/29 00:28:45,2020/07/29 00:29:37,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300063,3.0.0.3,2020/07/29 00:29:37,2020/07/29 00:29:47,Fail,Connect DUT fail,,,,,,,,,,
