item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300026,3.0.0.3,2020/07/29 07:15:46,2020/07/29 07:15:52,Pass,,,,,,,,,,,
CountDown,5891801300026,3.0.0.3,2020/07/29 07:15:52,2020/07/29 07:16:44,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300026,3.0.0.3,2020/07/29 07:16:44,2020/07/29 07:16:56,Fail,Connect DUT fail,,,,,,,,,,
