item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300007,3.0.0.3,2020/08/03 14:53:06,2020/08/03 14:53:12,Pass,,,,,,,,,,,
CountDown,5891801300007,3.0.0.3,2020/08/03 14:53:12,2020/08/03 14:54:05,Pass,,,,,,,,,,,
WaitConnect,5891801300007,3.0.0.4,2020/08/03 14:54:05,2020/08/03 14:54:07,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300007,3.0.0.3,2020/08/03 14:54:07,2020/08/03 14:55:51,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300007,3.0.0.11,2020/08/03 14:55:51,2020/08/03 15:00:50,Fail,LTE_2G 914.8Tx Current FAIL,,,,,,,,,,
