item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300007,3.0.0.3,2020/07/31 15:46:13,2020/07/31 15:46:17,Pass,,,,,,,,,,,
CountDown,5891801300007,3.0.0.3,2020/07/31 15:46:17,2020/07/31 15:47:09,Pass,,,,,,,,,,,
WaitConnect,5891801300007,3.0.0.4,2020/07/31 15:47:09,2020/07/31 15:47:51,Fail,Unable to connect DUT,,,,,,,,,,
