item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300039,3.0.0.3,2020/07/29 22:37:39,2020/07/29 22:38:01,Pass,,,,,,,,,,,
CountDown,5891801300039,3.0.0.3,2020/07/29 22:38:01,2020/07/29 22:38:53,Pass,,,,,,,,,,,
WaitConnect,5891801300039,3.0.0.4,2020/07/29 22:38:53,2020/07/29 22:38:56,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300039,3.0.0.3,2020/07/29 22:38:56,2020/07/29 22:41:14,Fail,ZIGBEE_2450 2425Tx Current FAIL,,,,,,,,,,
