item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300037,3.0.0.3,2020/07/29 07:34:18,2020/07/29 07:34:23,Pass,,,,,,,,,,,
CountDown,5891801300037,3.0.0.3,2020/07/29 07:34:23,2020/07/29 07:35:15,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300037,3.0.0.3,2020/07/29 07:35:15,2020/07/29 07:35:42,Fail,Connect DUT fail,,,,,,,,,,
