item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20_RF_Zigbee,5891801300082,3.0.0.3,2020/07/28 10:14:29,2020/07/28 10:16:31,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300082,3.0.0.11,2020/07/28 10:16:31,2020/07/28 10:17:53,Pass,,,,,,,,,,,
