item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300020,3.0.0.3,2020/07/28 21:02:53,2020/07/28 21:03:08,Pass,,,,,,,,,,,
CountDown,5891801300020,3.0.0.3,2020/07/28 21:03:08,2020/07/28 21:04:00,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300020,3.0.0.3,2020/07/28 21:04:00,2020/07/28 21:05:55,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300020,3.0.0.11,2020/07/28 21:05:55,2020/07/28 21:07:20,Pass,,,,,,,,,,,
