item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300095,3.0.0.3,2020/07/29 03:02:54,2020/07/29 03:03:01,Pass,,,,,,,,,,,
CountDown,5891801300095,3.0.0.3,2020/07/29 03:03:01,2020/07/29 03:03:54,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300095,3.0.0.3,2020/07/29 03:03:54,2020/07/29 03:05:47,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300095,3.0.0.11,2020/07/29 03:05:47,2020/07/29 03:07:06,Pass,,,,,,,,,,,
