item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300034,3.0.0.3,2020/07/29 06:47:10,2020/07/29 06:47:16,Pass,,,,,,,,,,,
CountDown,5891801300034,3.0.0.3,2020/07/29 06:47:16,2020/07/29 06:48:08,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300034,3.0.0.3,2020/07/29 06:48:09,2020/07/29 06:50:05,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300034,3.0.0.11,2020/07/29 06:50:05,2020/07/29 06:51:18,Pass,,,,,,,,,,,
