item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300056,3.0.0.3,2020/07/29 09:25:29,2020/07/29 09:25:51,Pass,,,,,,,,,,,
CountDown,5891801300056,3.0.0.3,2020/07/29 09:25:51,2020/07/29 09:26:43,Pass,,,,,,,,,,,
WaitConnect,5891801300056,3.0.0.4,2020/07/29 09:26:43,2020/07/29 09:27:25,Fail,Unable to connect DUT,,,,,,,,,,
