# Calibration Validation Tool [CVT]
# Sat Jan  1 14:07:08 2022
# File Source: c:\dreamcolor\cnd140bb8b_20220101135559\Data-CND140BB8B\cw_Photos and Videos (DCI-P3).csv
# Number of Entries:  4 
# Bit Depth:  8 

Target Information
Target EOTF: ,PowerFunction,2.200000
Target Luminance: ,356.275000
Target Red [xy]: ,0.680000,0.320000
Target Green [xy]: ,0.265000,0.690000
Target Blue [xy]: ,0.150000,0.060000
Target White [xy]: ,0.312700,0.329000

Measured Red [XYZ]: ,177.607223,83.586900,0.327949
Measured Green [XYZ]: ,94.843800,250.993000,15.214334
Measured Blue [XYZ]: ,70.289171,26.597000,376.942530
CIELAB Reference White [XYZ]: ,338.623685,356.275000,388.004050
Average Measured CCT: ,6501.516056
Average Measured Gamma: ,-nan(ind)

Red,Green,Blue,X,Y,Z,x,y,L*,a*,b*,Target X,Target Y,Target Z,Target x,Target y,Target L*,Target a*,Target b*,dE_ab,dE_94,dH_94,dE_2000,dH_2000,dE_ITP,
255,255,255,340.079002,356.275000,390.479835,0.312908,0.327810,100.000000,0.715266,-0.424486,338.623685,356.275000,388.004050,0.312700,0.329000,100.000000,0.000000,0.000000,0.831742,0.801734,0.000000,1.124624,0.000000,0.660357,
255,0,0,177.607223,83.586900,0.327949,0.679129,0.319617,55.544395,94.847379,94.449852,173.353065,81.577913,0.000000,0.680000,0.320000,54.966557,94.092546,94.769926,1.003053,0.632219,0.760301,0.634767,-0.760302,2.229535,
0,255,0,94.843800,250.993000,15.214334,0.262688,0.695173,87.216725,-117.759507,110.013090,94.650757,246.449142,16.072770,0.265000,0.690000,86.590066,-115.280492,107.678034,3.462759,0.750360,0.014118,0.580599,-0.014118,2.631089,
0,0,255,70.289171,26.597000,376.942530,0.148343,0.056132,32.843535,85.514318,-113.868070,70.619863,28.247945,371.931280,0.150000,0.060000,33.833933,81.708912,-111.278776,4.708126,1.248009,1.511246,1.126682,1.511248,5.650752,
