# Calibration Validation Tool [CVT]
# Sat Jan  1 14:59:22 2022
# File Source: c:\dreamcolor\cnd140bb88_20220101142309\Data-CND140BB88\cw_Photos and Videos (DCI-P3).csv
# Number of Entries:  4 
# Bit Depth:  8 

Target Information
Target EOTF: ,PowerFunction,2.200000
Target Luminance: ,355.235000
Target Red [xy]: ,0.680000,0.320000
Target Green [xy]: ,0.265000,0.690000
Target Blue [xy]: ,0.150000,0.060000
Target White [xy]: ,0.312700,0.329000

Measured Red [XYZ]: ,179.015779,83.691000,0.245071
Measured Green [XYZ]: ,94.590971,251.130000,15.002112
Measured Blue [XYZ]: ,71.383368,27.652100,379.536850
CIELAB Reference White [XYZ]: ,337.635211,355.235000,386.871430
Average Measured CCT: ,6517.168598
Average Measured Gamma: ,-nan(ind)

Red,Green,Blue,X,Y,Z,x,y,L*,a*,b*,Target X,Target Y,Target Z,Target x,Target y,Target L*,Target a*,Target b*,dE_ab,dE_94,dH_94,dE_2000,dH_2000,dE_ITP,
255,255,255,340.945440,355.235000,393.544272,0.312873,0.325986,100.000000,1.628715,-1.143333,337.635211,355.235000,386.871430,0.312700,0.329000,100.000000,-0.000000,0.000000,1.989955,1.826404,0.000001,2.543024,0.000001,1.521452,
255,0,0,179.015779,83.691000,0.245071,0.680793,0.318275,55.643863,95.875953,94.951129,172.847031,81.339779,0.000000,0.680000,0.320000,54.966557,94.092546,94.769926,1.916277,0.798437,1.132039,0.821966,-1.132040,3.597877,
0,255,0,94.590971,251.130000,15.002112,0.262226,0.696185,87.336149,-118.246558,110.470464,94.374463,245.729734,16.025852,0.265000,0.690000,86.590066,-115.280492,107.678034,4.141479,0.893646,0.015851,0.692073,-0.015851,3.139970,
0,0,255,71.383368,27.652100,379.536850,0.149159,0.057780,33.529291,84.376880,-113.332684,70.413717,28.165487,370.845578,0.150000,0.060000,33.833933,81.708912,-111.278776,3.380740,0.611702,0.924114,0.590906,0.924115,2.845960,
