firstavg5,secondavg30,thirdavg100,forthavg200
6094,5979,6209,6466
6083,5964,6214,6468
6064,5948,6218,6470
6043,5934,6222,6473
6021,5925,6228,6476
6005,5917,6233,6479
5970,5909,6239,6481
5945,5902,6245,6483
5954,5898,6252,6485
5987,5895,6259,6487
6020,5891,6265,6488
6062,5893,6271,6490
6101,5895,6277,6492
6117,5897,6282,6493
6117,5897,6287,6494
6113,5894,6291,6495
6085,5891,6295,6496
6056,5887,6299,6497
6030,5888,6303,6499
5974,5888,6307,6500
5922,5888,6310,6501
5857,5892,6315,6504
5814,5895,6321,6506
5767,5900,6325,6508
5747,5913,6332,6510
5723,5923,6338,6514
5728,5940,6346,6518
5708,5954,6354,6522
5693,5970,6361,6526
5706,5992,6367,6531
5722,6014,6374,6535
5752,6035,6380,6540
5785,6054,6387,6545
5830,6073,6395,6550
5842,6090,6402,6554
5850,6104,6408,6557
5874,6117,6416,6561
5906,6131,6424,6564
5948,6147,6431,6567
5999,6167,6440,6570
6037,6187,6449,6573
6051,6203,6457,6576
6055,6218,6465,6579
6058,6233,6472,6582
6063,6249,6480,6585
6072,6267,6489,6588
6089,6284,6499,6592
6104,6303,6508,6595
6104,6319,6517,6598
6123,6331,6527,6600
6137,6350,6538,6603
6150,6368,6547,6605
6165,6389,6557,6608
6188,6409,6568,6611
6218,6427,6578,6614
6263,6447,6588,6618
6295,6466,6598,6621
6308,6484,6609,6625
6311,6500,6621,6628
6293,6513,6631,6631
6268,6523,6643,6633
6241,6528,6653,6636
6247,6537,6664,6639
6271,6545,6675,6643
6306,6548,6685,6646
6344,6555,6694,6650
6395,6566,6702,6653
6427,6576,6711,6657
6465,6588,6717,6660
6490,6596,6723,6662
6517,6603,6727,6666
6533,6607,6731,6669
6568,6611,6736,6672
6579,6611,6739,6675
6559,6612,6742,6677
6573,6613,6745,6679
6594,6617,6748,6682
6618,6619,6750,6684
6642,6622,6754,6686
6699,6627,6756,6689
6718,6623,6757,6692
6739,6618,6756,6694
6736,6611,6751,6695
6735,6605,6747,6697
6729,6599,6744,6698
6719,6595,6739,6699
6665,6587,6736,6701
6626,6581,6733,6703
6578,6574,6732,6706
6508,6564,6730,6708
6461,6557,6727,6710
6469,6557,6725,6713
6483,6557,6724,6716
6529,6557,6723,6720
6594,6561,6724,6724
6628,6561,6725,6728
6640,6559,6724,6732
6636,6556,6724,6735
6604,6548,6723,6738
6585,6536,6723,6741
6579,6528,6723,6745
6594,6520,6723,6750
6618,6514,6723,6754
6645,6510,6723,6759
6649,6504,6724,6763
6636,6501,6724,6768
6601,6497,6723,6773
6570,6496,6721,6777
6541,6494,6718,6782
6532,6497,6714,6788
6549,6505,6712,6793
6551,6514,6709,6799
6556,6522,6708,6805
6545,6531,6705,6809
6519,6541,6702,6814
6491,6553,6699,6818
6484,6569,6697,6823
6481,6584,6695,6828
6477,6602,6694,6834
6488,6625,6693,6840
6482,6646,6692,6846
6485,6666,6692,6852
6477,6683,6691,6858
6476,6708,6690,6864
6446,6731,6688,6871
6428,6755,6689,6878
6406,6780,6690,6885
6385,6805,6691,6892
6376,6836,6691,6900
6391,6872,6694,6908
6417,6910,6696,6915
6456,6944,6699,6922
6506,6975,6703,6929
6551,7008,6705,6936
6608,7035,6706,6942
6661,7057,6706,6948
6705,7072,6706,6954
6728,7088,6704,6960
6764,7100,6703,6966
6791,7111,6700,6972
6838,7115,6697,6978
6879,7117,6695,6983
6925,7121,6693,6989
6972,7123,6692,6995
7023,7123,6690,7000
7047,7120,6688,7005
7066,7115,6685,7009
7080,7111,6681,7013
7113,7109,6678,7016
7124,7094,6673,7019
7139,7080,6668,7023
7167,7063,6663,7026
7210,7035,6659,7030
7243,7007,6653,7034
7292,6981,6650,7037
7360,6951,6647,7041
7394,6925,6644,7044
7404,6897,6640,7046
7403,6870,6635,7048
7370,6842,6630,7051
7297,6804,6624,7053
7223,6768,6619,7054
7182,6738,6615,7056
7108,6705,6610,7057
7065,6679,6607,7057
7008,6658,6605,7058
6973,6639,6603,7060
6928,6620,6602,7062
6899,6608,6602,7065
6865,6596,6602,7068
6870,6589,6604,7071
6870,6580,6607,7075
6863,6570,6609,7078
6885,6560,6611,7082
6846,6553,6613,7087
6806,6543,6614,7091
6752,6534,6615,7095
6625,6523,6617,7100
6506,6503,6619,7105
6447,6487,6622,7111
6363,6473,6627,7116
6341,6463,6632,7122
6379,6467,6639,7130
6420,6464,6646,7138
6459,6460,6652,7145
6477,6461,6660,7153
6447,6455,6667,7161
6452,6455,6674,7169
6411,6449,6680,7177
6392,6442,6685,7184
6423,6443,6693,7193
6451,6447,6702,7201
6472,6446,6709,7209
6528,6446,6717,7218
6565,6441,6725,7225
6595,6441,6732,7233
6618,6445,6740,7240
6627,6446,6747,7246
6608,6442,6753,7253
6606,6439,6760,7260
6592,6437,6767,7266
6594,6441,6776,7274
6582,6445,6785,7280
6544,6450,6794,7287
6456,6443,6802,7293
6390,6441,6812,7300
6327,6439,6822,7307
6292,6439,6833,7315
6276,6443,6846,7324
6280,6449,6861,7333
6290,6455,6875,7342
6295,6465,6889,7351
6307,6474,6902,7359
6328,6486,6913,7368
6353,6503,6925,7377
6365,6517,6937,7385
6395,6529,6950,7394
6396,6537,6962,7402
6390,6547,6974,7411
6388,6556,6987,7420
6412,6563,6999,7429
6441,6570,7012,7438
6470,6576,7025,7447
6504,6586,7039,7456
6553,6604,7053,7464
6575,6617,7066,7473
6597,6627,7079,7481
6625,6637,7094,7490
6657,6648,7108,7498
6630,6659,7122,7507
6616,6669,7134,7515
6581,6678,7145,7523
6545,6683,7156,7531
6503,6689,7166,7539
6492,6706,7178,7549
6472,6719,7190,7558
6481,6731,7203,7569
6502,6748,7216,7580
6534,6765,7229,7592
6601,6784,7245,7604
6661,6806,7259,7616
6679,6824,7272,7627
6683,6841,7285,7638
6693,6855,7298,7649
6675,6865,7311,7660
6645,6873,7322,7670
6643,6885,7333,7681
6631,6899,7344,7693
6625,6912,7355,7705
6675,6926,7365,7717
6732,6943,7378,7730
6779,6958,7389,7743
6840,6971,7402,7757
6877,6982,7414,7770
6883,6986,7424,7782
6888,6992,7434,7795
6903,7001,7443,7807
6900,7008,7452,7821
6904,7019,7461,7834
6911,7027,7471,7846
6919,7035,7481,7860
6901,7041,7488,7872
6931,7050,7497,7887
6957,7061,7504,7901
6961,7071,7507,7914
6989,7081,7512,7924
7036,7094,7517,7935
7063,7101,7522,7945
7076,7111,7527,7954
7085,7123,7534,7963
7065,7134,7539,7973
7048,7145,7543,7982
7029,7157,7548,7990
7033,7169,7554,8000
7040,7184,7560,8010
7063,7203,7568,8019
7078,7223,7575,8029
7064,7243,7583,8038
7045,7260,7591,8046
7034,7282,7599,8051
7028,7302,7606,8055
7038,7320,7613,8062
7064,7341,7621,8069
7101,7357,7630,8076
7131,7372,7638,8084
7144,7385,7647,8092
7148,7399,7655,8099
7152,7416,7665,8107
7156,7430,7673,8114
7175,7447,7683,8122
7199,7464,7692,8131
7218,7481,7701,8140
7235,7500,7710,8149
7255,7519,7718,8157
7274,7537,7726,8166
7304,7556,7733,8174
7339,7576,7739,8182
7397,7602,7746,8191
7426,7625,7753,8199
7451,7646,7760,8207
7480,7660,7765,8216
7516,7671,7771,8223
7546,7681,7776,8230
7577,7689,7779,8238
7627,7694,7784,8246
7658,7702,7788,8255
7662,7709,7792,8264
7653,7714,7797,8272
7625,7722,7801,8282
7572,7728,7805,8291
7528,7734,7809,8301
7509,7742,7813,8311
7513,7751,7817,8322
7539,7769,7822,8332
7581,7786,7828,8344
7614,7798,7833,8355
7644,7807,7838,8366
7653,7811,7843,8375
7692,7816,7849,8384
7719,7818,7854,8394
7751,7824,7859,8403
7788,7827,7864,8413
7850,7834,7868,8423
7890,7837,7872,8431
7926,7839,7875,8439
7932,7842,7879,8448
7903,7839,7883,8456
7870,7831,7885,8465
7811,7826,7888,8474
7741,7823,7891,8483
7732,7826,7896,8493
7746,7824,7902,8502
7744,7818,7906,8509
7773,7815,7913,8517
7832,7804,7920,8526
7847,7791,7927,8533
7863,7778,7934,8539
7877,7769,7944,8544
7909,7758,7954,8549
7920,7747,7963,8553
7915,7739,7972,8558
7895,7725,7983,8563
7872,7718,7992,8568
7820,7707,8000,8571
7773,7698,8009,8574
7768,7694,8018,8577
7766,7693,8029,8581
7790,7695,8041,8584
7817,7699,8055,8588
7843,7704,8069,8591
7858,7704,8082,8593
7860,7703,8098,8596
7831,7702,8112,8600
7824,7700,8126,8604
7830,7700,8140,8607
7838,7701,8156,8611
7812,7708,8172,8616
7797,7719,8190,8621
7748,7726,8206,8625
7625,7733,8221,8628
7522,7738,8238,8631
7475,7749,8256,8633
7446,7762,8277,8635
7432,7778,8298,8636
7494,7800,8321,8639
7537,7820,8336,8642
7545,7834,8352,8644
7571,7846,8369,8646
7601,7863,8380,8649
7624,7878,8393,8652
7643,7889,8407,8655
7700,7906,8421,8659
7735,7916,8432,8663
7773,7922,8446,8667
7808,7929,8460,8670
7828,7936,8471,8672
7828,7946,8483,8674
7830,7955,8493,8674
7825,7963,8500,8675
7819,7969,8503,8676
7838,7978,8504,8677
7887,7987,8511,8678
7934,7994,8516,8680
7978,7999,8522,8683
8027,8003,8530,8685
8059,8007,8537,8686
8057,8008,8543,8687
8056,8009,8549,8687
8057,8013,8554,8685
8031,8017,8560,8681
8017,8020,8569,8678
7987,8025,8579,8677
7951,8028,8587,8674
7943,8032,8595,8671
7958,8036,8606,8669
7948,8042,8615,8666
7980,8055,8626,8665
7992,8067,8637,8664
7959,8075,8646,8661
7930,8083,8655,8660
7926,8096,8666,8660
7937,8105,8675,8659
7970,8117,8684,8660
8015,8134,8696,8660
8049,8148,8708,8661
8084,8165,8722,8661
8076,8183,8735,8662
8062,8205,8748,8663
8042,8231,8762,8664
8026,8256,8776,8666
8008,8278,8792,8666
8009,8308,8810,8669
8025,8335,8826,8671
8066,8362,8842,8675
8109,8390,8860,8677
8140,8416,8876,8679
8161,8445,8893,8681
8167,8473,8907,8682
8166,8503,8920,8682
8147,8533,8934,8682
8147,8566,8947,8681
8167,8607,8963,8681
8187,8646,8977,8681
8205,8682,8989,8682
8239,8722,9003,8684
8272,8765,9016,8688
8281,8803,9030,8690
8292,8845,9044,8693
8309,8886,9060,8694
8318,8924,9075,8696
8340,8964,9089,8697
8404,9007,9103,8697
8495,9052,9112,8698
8600,9099,9122,8700
8699,9139,9131,8701
8764,9157,9140,8702
8828,9170,9143,8703
8842,9184,9145,8703
8824,9178,9143,8703
8827,9180,9142,8704
8835,9187,9144,8704
8831,9186,9144,8705
8857,9183,9143,8706
8913,9193,9141,8708
8970,9203,9140,8709
9037,9203,9136,8710
9133,9204,9132,8711
9206,9201,9126,8711
9240,9185,9121,8710
9280,9153,9113,8710
9343,9111,9104,8709
9343,9079,9095,8707
9380,9047,9088,8705
9431,9020,9081,8703
9450,8999,9074,8701
9468,8971,9067,8698
9503,8946,9060,8696
9533,8918,9052,8692
9585,8887,9043,8689
9610,8863,9035,8687
9497,8844,9025,8685
9386,8824,9010,8683
9286,8798,8994,8681
9077,8767,8974,8679
8944,8750,8957,8677
8945,8750,8947,8677
8919,8747,8936,8677
8837,8741,8924,8675
8914,8749,8918,8675
8965,8750,8911,8674
8928,8752,8903,8673
8941,8753,8898,8672
8964,8758,8894,8671
8863,8756,8888,8669
8666,8756,8880,8666
8483,8771,8873,8665
8384,8788,8866,8664
8280,8804,8855,8664
8253,8835,8849,8664
8360,8880,8848,8664
8503,8939,8850,8667
8545,8984,8845,8665
8608,9028,8844,8663
8630,9067,8845,8662
8633,9102,8840,8659
8708,9137,8834,8657
8772,9174,8830,8653
8814,9200,8825,8649
8868,9232,8815,8645
8932,9261,8801,8640
8933,9280,8787,8634
8920,9304,8775,8627
8942,9328,8760,8620
8965,9345,8747,8613
8946,9362,8732,8604
8955,9377,8717,8596
8955,9401,8705,8588
8939,9424,8690,8578
8955,9454,8676,8570
8997,9483,8665,8560
9046,9508,8654,8550
9151,9534,8644,8541
9242,9544,8635,8532
9337,9553,8624,8523
9411,9559,8613,8511
9490,9558,8601,8498
9562,9542,8589,8485
9622,9529,8578,8471
9647,9502,8567,8459
9695,9477,8555,8446
9692,9452,8541,8434
9687,9422,8528,8421
9642,9391,8516,8409
9620,9358,8507,8395
9584,9324,8495,8382
9565,9284,8482,8369
9550,9241,8468,8354
9582,9204,8458,8342
9547,9171,8445,8328
9537,9132,8430,8315
9517,9089,8415,8303
9501,9047,8398,8290
9514,9013,8384,8279
9621,8989,8374,8268
9675,8959,8365,8257
9740,8934,8360,8247
9752,8906,8351,8235
9662,8873,8342,8221
9546,8830,8329,8207
9450,8792,8317,8193
9348,8749,8304,8179
9201,8698,8291,8165
9149,8659,8284,8153
9030,8608,8277,8142
8919,8558,8271,8131
8853,8516,8265,8119
8842,8480,8263,8110
8799,8447,8261,8099
8787,8428,8263,8089
8781,8408,8265,8078
8680,8383,8264,8066
8601,8365,8267,8052
8515,8353,8270,8042
8497,8349,8274,8031
8433,8334,8278,8020
8394,8325,8284,8009
8385,8316,8289,7998
8441,8299,8295,7986
8454,8279,8300,7972
8499,8269,8307,7959
8592,8263,8314,7945
8654,8248,8319,7933
8674,8236,8323,7920
8667,8233,8325,7908
8671,8217,8328,7895
8629,8196,8330,7882
8503,8179,8331,7868
8374,8159,8332,7852
8211,8125,8335,7838
8046,8082,8339,7822
7949,8050,8345,7808
7896,8039,8355,7795
7879,8018,8367,7781
7955,8011,8383,7768
8022,8001,8396,7754
8057,7983,8406,7739
8154,7977,8418,7726
8239,7962,8426,7713
8309,7940,8431,7697
8336,7932,8438,7680
8328,7922,8442,7663
8303,7908,8446,7646
8190,7896,8449,7627
8078,7876,8451,7607
8039,7867,8453,7588
8024,7864,8458,7567
7976,7864,8463,7548
8059,7879,8472,7530
8176,7894,8478,7513
8187,7903,8481,7497
8193,7909,8483,7482
8243,7926,8484,7467
8216,7935,8482,7450
8024,7941,8478,7430
7860,7954,8478,7413
7749,7961,8479,7395
7661,7966,8476,7376
7527,7978,8473,7359
7525,8000,8475,7342
7562,8026,8479,7327
7548,8040,8481,7312
7527,8050,8480,7294
7540,8074,8480,7278
7531,8101,8478,7260
7607,8138,8476,7243
7691,8185,8474,7226
7740,8221,8470,7208
7843,8262,8466,7192
7921,8297,8464,7177
7948,8321,8455,7159
7977,8342,8446,7142
8039,8356,8437,7124
8090,8374,8428,7105
8190,8398,8421,7086
8251,8420,8409,7067
8294,8440,8395,7049
8347,8455,8381,7030
8395,8473,8365,7012
8458,8491,8351,6994
8495,8509,8337,6974
8508,8531,8327,6956
8484,8551,8315,6936
8474,8569,8301,6917
8374,8582,8284,6897
8292,8600,8269,6878
8225,8624,8255,6859
8162,8645,8241,6839
8102,8662,8226,6818
8132,8688,8211,6800
8233,8721,8200,6781
8415,8752,8191,6763
8555,8781,8182,6745
8666,8809,8173,6727
8709,8826,8162,6709
8710,8835,8149,6689
8636,8836,8134,6669
8550,8840,8119,6647
8520,8842,8101,6626
8523,8852,8085,6605
8541,8866,8069,6584
8564,8884,8053,6564
8633,8912,8038,6545
8683,8935,8022,6523
8750,8961,8006,6502
8783,8973,7990,6480
8839,8985,7974,6459
8921,8997,7957,6436
8969,8995,7937,6414
9003,8988,7915,6390
9045,8985,7892,6367
9067,8976,7867,6344
9047,8964,7838,6320
9031,8950,7814,6297
9012,8937,7788,6274
9014,8919,7762,6251
8992,8905,7734,6228
8982,8896,7707,6206
8989,8889,7677,6184
8960,8873,7644,6162
8916,8848,7611,6139
8916,8828,7577,6117
8907,8798,7546,6094
8860,8766,7517,6071
8863,8742,7490,6049
8895,8718,7463,6026
8923,8695,7434,6004
8981,8661,7404,5982
9076,8628,7372,5961
9177,8591,7340,5938
9186,8547,7306,5915
9174,8503,7272,5892
9141,8454,7234,5869
9048,8392,7196,5846
8914,8327,7153,5822
8854,8268,7113,5800
8784,8210,7072,5779
8724,8152,7035,5758
8697,8096,7000,5738
8698,8048,6963,5720
8650,7989,6923,5701
8640,7934,6885,5683
8640,7877,6846,5664
8662,7828,6806,5646
8628,7777,6764,5628
8588,7718,6722,5612
8532,7654,6676,5595
8396,7590,6632,5579
8254,7521,6587,5562
8175,7470,6548,5545
8136,7425,6513,5529
8117,7387,6480,5514
8086,7362,6449,5502
8033,7333,6418,5489
7957,7293,6382,5476
7866,7255,6347,5463
7773,7214,6311,5449
7734,7182,6277,5438
7661,7154,6244,5429
7594,7121,6210,5419
7513,7099,6176,5410
7412,7074,6142,5400
7333,7057,6108,5392
7270,7053,6076,5384
7238,7048,6041,5376
7178,7048,6010,5369
7131,7052,5978,5362
7073,7049,5947,5355
7089,7045,5918,5349
7068,7034,5889,5341
7028,7036,5864,5334
6962,7032,5839,5327
6919,7027,5811,5322
6819,7021,5781,5318
6790,7014,5751,5315
6826,7023,5725,5314
6927,7036,5703,5314
7029,7044,5680,5312
7126,7047,5660,5312
7108,7036,5636,5309
7119,7024,5611,5307
7082,6997,5585,5302
7004,6962,5558,5298
6956,6946,5533,5295
6929,6931,5511,5294
6928,6912,5487,5292
6929,6886,5463,5291
6984,6865,5437,5290
7055,6833,5411,5289
7154,6796,5388,5288
7210,6755,5361,5288
7282,6705,5335,5287
7287,6663,5309,5286
7225,6623,5281,5284
7158,6585,5255,5282
7107,6547,5229,5279
7010,6503,5203,5276
6940,6458,5176,5273
6941,6410,5150,5271
6943,6368,5125,5268
6951,6321,5098,5266
6984,6280,5075,5263
7022,6231,5051,5260
6975,6179,5024,5256
6926,6118,4998,5253
6827,6051,4970,5248
6698,5981,4943,5243
6536,5922,4915,5239
6520,5872,4890,5235
6474,5814,4865,5233
6447,5755,4842,5232
6414,5702,4821,5232
6422,5655,4802,5233
6280,5587,4779,5231
6124,5522,4759,5232
5987,5452,4740,5232
5845,5379,4723,5234
5769,5313,4704,5236
5794,5257,4690,5239
5884,5220,4679,5244
5961,5190,4667,5249
6069,5172,4657,5255
6060,5141,4642,5258
5952,5101,4625,5260
5860,5049,4608,5263
5753,4998,4590,5266
5670,4951,4574,5270
5575,4904,4560,5275
5554,4870,4550,5281
5441,4823,4536,5287
5330,4782,4524,5294
5190,4739,4513,5300
5170,4701,4505,5308
5130,4662,4496,5316
5103,4621,4492,5326
5051,4590,4488,5335
5027,4560,4486,5345
4933,4524,4480,5354
4815,4489,4477,5362
4718,4471,4477,5371
4628,4460,4479,5381
4470,4449,4482,5391
4370,4430,4483,5401
4297,4414,4486,5412
4317,4402,4493,5425
4415,4396,4502,5438
4606,4411,4515,5453
4739,4416,4526,5465
4861,4429,4536,5478
4854,4432,4542,5488
4812,4418,4546,5497
4740,4405,4549,5506
4639,4392,4554,5515
4563,4384,4560,5524
4509,4389,4570,5535
4458,4390,4579,5545
4403,4387,4588,5556
4357,4383,4600,5569
4305,4378,4613,5581
4229,4382,4629,5595
4177,4382,4644,5609
4114,4383,4659,5623
4105,4393,4676,5639
4095,4403,4691,5654
4200,4428,4710,5671
4268,4448,4728,5687
4359,4471,4746,5703
4368,4480,4763,5719
4363,4487,4780,5735
4305,4485,4792,5750
4249,4484,4804,5765
4243,4485,4815,5780
4287,4494,4833,5796
4388,4495,4855,5812
4493,4501,4879,5828
4542,4507,4903,5844
4570,4503,4924,5858
4595,4496,4945,5872
4590,4481,4964,5886
4597,4465,4982,5901
4648,4460,5002,5915
4631,4451,5020,5929
4584,4440,5038,5944
4527,4433,5057,5958
4468,4425,5077,5972
4408,4419,5098,5987
4379,4420,5119,6002
4422,4423,5142,6018
4454,4429,5166,6035
4507,4435,5188,6051
4573,4439,5214,6068
4646,4443,5239,6085
4624,4440,5263,6101
4600,4434,5287,6116
4541,4426,5308,6131
4485,4415,5329,6145
4438,4406,5349,6160
4450,4406,5371,6176
4414,4409,5391,6191
4403,4408,5412,6206
4387,4406,5433,6220
4355,4406,5452,6234
4301,4409,5469,6248
4304,4421,5489,6264
4272,4432,5508,6279
4257,4442,5525,6295
4256,4455,5543,6311
4262,4472,5562,6328
4300,4494,5581,6345
4359,4520,5602,6362
4403,4546,5623,6379
4444,4570,5644,6397
4479,4594,5664,6414
4505,4611,5684,6431
4529,4633,5704,6447
4528,4659,5725,6463
4520,4686,5746,6478
4525,4717,5767,6495
4483,4743,5788,6511
4453,4763,5809,6527
4431,4786,5831,6541
4420,4813,5853,6556
4422,4848,5873,6572
4452,4886,5896,6589
4433,4923,5919,6605
4430,4963,5942,6621
4439,4996,5965,6638
4462,5037,5989,6654
4486,5081,6013,6671
4545,5131,6038,6687
4602,5181,6063,6704
4652,5226,6087,6721
4682,5273,6111,6737
4737,5311,6135,6753
4804,5349,6159,6768
4885,5390,6183,6783
4946,5427,6205,6798
4993,5465,6228,6814
5003,5498,6247,6828
5037,5523,6265,6843
5078,5541,6283,6858
5136,5559,6300,6873
5217,5594,6320,6888
5298,5643,6338,6904
5307,5690,6357,6919
5294,5733,6375,6934
5285,5775,6391,6948
5310,5814,6405,6963
5342,5856,6420,6977
5412,5898,6435,6993
5488,5940,6449,7008
5516,5974,6464,7023
5557,6006,6476,7037
5620,6041,6488,7051
5684,6080,6499,7065
5739,6117,6511,7079
5820,6158,6524,7093
5877,6190,6537,7105
5866,6220,6549,7117
5850,6247,6562,7127
5858,6283,6575,7137
5855,6319,6588,7146
5836,6350,6601,7153
5862,6387,6616,7163
5851,6421,6632,7172
5788,6451,6647,7180
5743,6484,6661,7188
5766,6509,6675,7196
5872,6526,6691,7204
6039,6551,6708,7211
6230,6582,6727,7219
6428,6609,6746,7227
6539,6615,6760,7233
6572,6608,6769,7238
6553,6597,6777,7243
6539,6582,6785,7248
6481,6566,6791,7253
6462,6554,6800,7257
6454,6536,6809,7260
6504,6532,6819,7266
6549,6529,6828,7272
6619,6531,6839,7278
6662,6527,6849,7283
6695,6521,6860,7289
6686,6515,6867,7294
6733,6512,6876,7300
6789,6509,6885,7305
6834,6506,6894,7310
6869,6504,6904,7316
6896,6503,6914,7321
6868,6496,6922,7324
6844,6490,6930,7329
6789,6475,6938,7334
6692,6464,6946,7338
6627,6463,6954,7343
6572,6461,6962,7349
6493,6458,6970,7353
6406,6465,6980,7359
6365,6481,6991,7367
6314,6495,7000,7374
6229,6507,7008,7381
6169,6522,7016,7389
6169,6548,7027,7398
6142,6577,7039,7407
6163,6605,7051,7416
6223,6634,7065,7427
6273,6663,7079,7436
6301,6689,7093,7446
6363,6716,7109,7456
6405,6731,7123,7465
6445,6745,7135,7473
6487,6759,7150,7482
6536,6778,7163,7491
6592,6793,7178,7498
6614,6809,7189,7505
6641,6825,7200,7512
6671,6836,7211,7518
6648,6843,7222,7525
6631,6848,7233,7533
6658,6850,7244,7540
6655,6845,7252,7547
6655,6847,7260,7553
6733,6857,7271,7561
6792,6861,7282,7567
6816,6857,7292,7573
6851,6859,7301,7578
6879,6859,7311,7582
6900,6864,7320,7585
6942,6869,7329,7589
6972,6876,7336,7592
6988,6885,7345,7596
7015,6896,7355,7600
7018,6908,7363,7604
6978,6914,7370,7607
6925,6924,7376,7610
6893,6937,7384,7613
6850,6945,7391,7614
6833,6957,7399,7616
6824,6976,7409,7618
6872,6999,7421,7619
6924,7021,7433,7621
6944,7043,7445,7622
6929,7062,7457,7624
6920,7079,7469,7627
6856,7088,7481,7628
6762,7097,7492,7628
6741,7109,7505,7630
6729,7129,7520,7633
6711,7152,7535,7635
6701,7180,7551,7637
6734,7206,7568,7639
6723,7225,7583,7641
6777,7250,7597,7643
6841,7280,7613,7647
6931,7308,7631,7651
7011,7334,7647,7655
7104,7361,7662,7658
7162,7379,7674,7660
7208,7402,7685,7662
7261,7422,7693,7664
7301,7440,7700,7665
7307,7458,7703,7666
7315,7472,7705,7666
7353,7487,7710,7666
7374,7495,7712,7665
7397,7503,7713,7664
7440,7516,7715,7663
7459,7525,7716,7663
7440,7527,7717,7663
7405,7523,7714,7663
7380,7517,7711,7664
7342,7510,7708,7664
7333,7504,7706,7664
7362,7507,7707,7666
7410,7511,7710,7668
7413,7516,7712,7669
7436,7525,7714,7671
7456,7531,7713,7673
7475,7537,7712,7674
7464,7542,7713,7674
7504,7553,7715,7676
7540,7567,7717,7677
7551,7574,7718,7678
7573,7581,7718,7678
7619,7588,7721,7680
7648,7592,7723,7680
7683,7596,7725,7681
7721,7601,7727,7682
7723,7603,7728,7683
7695,7604,7727,7684
7676,7596,7727,7686
7654,7589,7728,7686
7632,7585,7729,7688
7592,7585,7731,7689
7542,7589,7733,7690
7480,7589,7735,7691
7407,7593,7737,7693
7333,7596,7738,7694
7319,7606,7742,7696
7337,7616,7748,7699
7375,7633,7755,7702
7429,7652,7761,7705
7492,7669,7769,7709
7541,7680,7775,7711
7596,7689,7782,7712
7635,7697,7788,7713
7686,7703,7794,7714
7716,7711,7799,7714
7737,7718,7803,7714
7740,7727,7807,7713
7740,7737,7811,7713
7717,7745,7814,7713
7710,7756,7818,7714
7707,7766,7818,7714
7716,7783,7820,7715
7670,7799,7823,7716
7643,7815,7826,7717
7631,7836,7828,7719
7613,7852,7832,7721
7604,7870,7836,7723
7634,7899,7842,7726
7674,7924,7847,7729
7697,7944,7850,7732
7718,7964,7853,7734
7707,7986,7854,7737
7747,8012,7855,7739
7762,8029,7853,7742
7770,8044,7851,7744
7762,8056,7849,7746
7773,8064,7848,7749
7755,8066,7846,7751
7739,8057,7846,7753
7745,8048,7845,7755
7768,8046,7844,7757
7821,8043,7843,7760
7877,8036,7842,7763
7935,8024,7838,7765
7981,8013,7832,7766
8026,8001,7826,7767
8076,7976,7817,7769
8113,7948,7808,7770
8139,7919,7800,7770
8192,7894,7792,7769
8225,7871,7784,7769
8240,7850,7775,7769
8272,7829,7764,7769
8298,7806,7756,7769
8277,7774,7746,7769
8285,7745,7734,7769
8303,7721,7723,7770
8309,7697,7710,7770
8301,7674,7699,7770
8301,7651,7689,7771
8268,7629,7680,7771
8173,7609,7671,7771
8073,7589,7663,7771
7930,7573,7654,7772
7794,7557,7647,7774
7707,7545,7640,7775
7644,7537,7635,7778
7576,7532,7631,7781
7539,7541,7629,7784
7532,7552,7627,7788
7494,7557,7623,7791
7418,7565,7618,7794
7347,7574,7614,7798
7304,7589,7612,7803
7267,7599,7610,7807
7250,7612,7610,7811
7321,7637,7612,7817
7397,7664,7616,7823
7461,7689,7620,7829
7472,7713,7622,7834
7464,7733,7624,7840
7468,7751,7625,7845
7481,7771,7627,7851
7507,7791,7629,7857
7539,7815,7632,7863
7594,7840,7635,7870
7630,7855,7636,7876
7663,7872,7636,7882
7694,7890,7637,7887
7740,7909,7638,7893
7759,7915,7638,7899
7739,7919,7638,7904
7727,7926,7637,7909
7742,7931,7637,7914
7760,7938,7638,7919
7783,7951,7639,7925
7812,7967,7642,7931
7833,7978,7644,7937
7827,7985,7645,7942
7818,7989,7646,7947
7822,7991,7647,7952
7853,7994,7647,7958
7884,7989,7647,7964
7902,7981,7648,7970
7947,7971,7650,7976
7977,7963,7650,7981
8005,7950,7650,7985
8038,7937,7650,7989
8073,7933,7649,7993
8088,7924,7649,7998
8106,7909,7647,8003
8090,7893,7643,8007
8087,7875,7638,8011
8103,7851,7634,8015
8103,7821,7630,8020
8042,7793,7624,8025
8014,7760,7620,8030
7987,7727,7616,8034
7941,7696,7612,8037
7912,7668,7610,8042
7977,7652,7610,8048
8028,7631,7610,8054
8039,7603,7608,8060
8062,7583,7608,8066
8069,7562,7610,8071
8025,7527,7609,8074
7975,7493,7610,8077
7900,7460,7610,8080
7807,7431,7611,8083
7709,7408,7613,8087
7651,7389,7616,8090
7588,7375,7619,8095
7574,7371,7624,8100
7611,7363,7630,8106
7662,7364,7637,8111
7655,7359,7642,8115
7665,7354,7649,8120
7663,7349,7655,8126
7582,7334,7660,8130
7472,7321,7664,8135
7407,7309,7671,8141
7293,7294,7678,8146
