Avg5, Avg30, Avg100, Avg200
6410, 6263, 6057, 6000
6392, 6270, 6058, 6002
6391, 6278, 6060, 6004
6371, 6281, 6061, 6006
6350, 6284, 6062, 6006
6347, 6287, 6063, 6008
6334, 6290, 6064, 6008
6312, 6293, 6065, 6009
6314, 6298, 6067, 6010
6339, 6306, 6069, 6013
6358, 6310, 6072, 6015
6376, 6311, 6075, 6017
6396, 6314, 6078, 6020
6397, 6317, 6082, 6023
6388, 6320, 6085, 6026
6370, 6325, 6089, 6029
6344, 6327, 6091, 6031
6312, 6327, 6093, 6033
6287, 6327, 6095, 6036
6247, 6328, 6097, 6039
6209, 6328, 6098, 6041
6204, 6329, 6100, 6044
6194, 6329, 6102, 6047
6180, 6324, 6104, 6049
6167, 6317, 6104, 6050
6164, 6310, 6106, 6052
6130, 6297, 6106, 6052
6104, 6285, 6107, 6053
6085, 6272, 6107, 6054
6084, 6262, 6108, 6054
6075, 6254, 6110, 6056
6096, 6247, 6111, 6057
6118, 6239, 6113, 6058
6139, 6233, 6116, 6059
6138, 6227, 6120, 6059
6149, 6221, 6124, 6060
6152, 6217, 6128, 6060
6150, 6212, 6133, 6062
6135, 6204, 6137, 6063
6121, 6191, 6140, 6064
6094, 6177, 6142, 6065
6083, 6168, 6146, 6066
6064, 6157, 6149, 6068
6043, 6145, 6151, 6068
6021, 6129, 6152, 6069
6005, 6116, 6154, 6070
5970, 6106, 6154, 6070
5945, 6096, 6154, 6070
5954, 6089, 6155, 6071
5987, 6086, 6156, 6072
6020, 6085, 6158, 6073
6062, 6082, 6161, 6075
6101, 6080, 6162, 6076
6117, 6079, 6164, 6077
6117, 6078, 6166, 6077
6113, 6076, 6168, 6078
6085, 6075, 6169, 6078
6056, 6072, 6169, 6078
6030, 6069, 6170, 6078
5974, 6059, 6170, 6077
5922, 6050, 6170, 6076
5857, 6035, 6167, 6074
5814, 6022, 6166, 6073
5767, 6008, 6163, 6071
5747, 5994, 6161, 6069
5723, 5979, 6159, 6067
5728, 5964, 6156, 6065
5708, 5948, 6153, 6063
5693, 5934, 6148, 6060
5706, 5925, 6146, 6059
5722, 5917, 6142, 6058
5752, 5909, 6140, 6058
5785, 5902, 6136, 6057
5830, 5898, 6133, 6056
5842, 5895, 6129, 6056
5850, 5891, 6125, 6056
5874, 5893, 6122, 6056
5906, 5895, 6121, 6056
5948, 5897, 6120, 6057
5999, 5897, 6119, 6058
6037, 5894, 6116, 6059
6051, 5891, 6112, 6060
6055, 5887, 6110, 6061
6058, 5888, 6108, 6062
6063, 5888, 6107, 6064
6072, 5888, 6105, 6065
6089, 5892, 6105, 6066
6104, 5895, 6103, 6067
6104, 5900, 6102, 6067
6123, 5913, 6103, 6068
6137, 5923, 6102, 6069
6150, 5940, 6103, 6069
6165, 5954, 6103, 6069
6188, 5970, 6102, 6070
6218, 5992, 6102, 6071
6263, 6014, 6102, 6073
6295, 6035, 6101, 6074
6308, 6054, 6099, 6074
6311, 6073, 6097, 6075
6293, 6090, 6096, 6076
6268, 6104, 6095, 6076
6241, 6117, 6094, 6076
6247, 6131, 6092, 6076
6271, 6147, 6092, 6077
6306, 6167, 6094, 6078
6344, 6187, 6095, 6079
6395, 6203, 6097, 6081
6427, 6218, 6098, 6082
6465, 6233, 6100, 6084
6490, 6249, 6101, 6085
6517, 6267, 6103, 6087
6533, 6284, 6104, 6090
6568, 6303, 6107, 6093
6579, 6319, 6109, 6095
6559, 6331, 6110, 6098
6573, 6350, 6113, 6101
6594, 6368, 6117, 6104
6618, 6389, 6122, 6107
6642, 6409, 6127, 6111
6699, 6427, 6133, 6115
6718, 6447, 6138, 6118
6739, 6466, 6144, 6122
6736, 6484, 6149, 6126
6735, 6500, 6155, 6129
6729, 6513, 6161, 6132
6719, 6523, 6166, 6136
6665, 6528, 6170, 6138
6626, 6537, 6175, 6141
6578, 6545, 6179, 6143
6508, 6548, 6182, 6145
6461, 6555, 6185, 6147
6469, 6566, 6189, 6150
6483, 6576, 6193, 6153
6529, 6588, 6199, 6157
6594, 6596, 6205, 6162
6628, 6603, 6209, 6166
6640, 6607, 6214, 6171
6636, 6611, 6218, 6175
6604, 6611, 6222, 6179
6585, 6612, 6228, 6184
6579, 6613, 6233, 6188
6594, 6617, 6239, 6193
6618, 6619, 6245, 6197
6645, 6622, 6252, 6202
6649, 6627, 6259, 6206
6636, 6623, 6265, 6209
6601, 6618, 6271, 6212
6570, 6611, 6277, 6215
6541, 6605, 6282, 6218
6532, 6599, 6287, 6221
6549, 6595, 6291, 6225
6551, 6587, 6295, 6228
6556, 6581, 6299, 6231
6545, 6574, 6303, 6233
6519, 6564, 6307, 6236
6491, 6557, 6310, 6239
6484, 6557, 6315, 6242
6481, 6557, 6321, 6245
6477, 6557, 6325, 6248
6488, 6561, 6332, 6251
6482, 6561, 6338, 6254
6485, 6559, 6346, 6257
6477, 6556, 6354, 6260
6476, 6548, 6361, 6262
6446, 6536, 6367, 6264
6428, 6528, 6374, 6266
6406, 6520, 6380, 6268
6385, 6514, 6387, 6270
6376, 6510, 6395, 6272
6391, 6504, 6402, 6274
6417, 6501, 6408, 6275
6456, 6497, 6416, 6278
6506, 6496, 6424, 6280
6551, 6494, 6431, 6282
6608, 6497, 6440, 6284
6661, 6505, 6449, 6287
6705, 6514, 6457, 6290
6728, 6522, 6465, 6293
6764, 6531, 6472, 6296
6791, 6541, 6480, 6299
6838, 6553, 6489, 6302
6879, 6569, 6499, 6306
6925, 6584, 6508, 6309
6972, 6602, 6517, 6313
7023, 6625, 6527, 6317
7047, 6646, 6538, 6322
7066, 6666, 6547, 6326
7080, 6683, 6557, 6330
7113, 6708, 6568, 6335
7124, 6731, 6578, 6340
7139, 6755, 6588, 6345
7167, 6780, 6598, 6350
7210, 6805, 6609, 6356
7243, 6836, 6621, 6361
7292, 6872, 6631, 6367
7360, 6910, 6643, 6372
7394, 6944, 6653, 6377
7404, 6975, 6664, 6382
7403, 7008, 6675, 6386
7370, 7035, 6685, 6391
7297, 7057, 6694, 6395
7223, 7072, 6702, 6398
7182, 7088, 6711, 6401
7108, 7100, 6717, 6405
7065, 7111, 6723, 6408
7008, 7115, 6727, 6411
6973, 7117, 6731, 6414
6928, 7121, 6736, 6417
6899, 7123, 6739, 6419
6865, 7123, 6742, 6422
6870, 7120, 6745, 6424
6870, 7115, 6748, 6426
6863, 7111, 6750, 6429
6885, 7109, 6754, 6432
6846, 7094, 6756, 6433
6806, 7080, 6757, 6435
6752, 7063, 6756, 6436
6625, 7035, 6751, 6436
6506, 7007, 6747, 6437
6447, 6981, 6744, 6438
6363, 6951, 6739, 6439
6341, 6925, 6736, 6440
6379, 6897, 6733, 6441
6420, 6870, 6732, 6443
6459, 6842, 6730, 6445
6477, 6804, 6727, 6446
6447, 6768, 6725, 6448
6452, 6738, 6724, 6450
6411, 6705, 6723, 6451
6392, 6679, 6724, 6453
6423, 6658, 6725, 6455
6451, 6639, 6724, 6457
6472, 6620, 6724, 6459
6528, 6608, 6723, 6461
6565, 6596, 6723, 6464
6595, 6589, 6723, 6466
6618, 6580, 6723, 6468
6627, 6570, 6723, 6470
6608, 6560, 6723, 6473
6606, 6553, 6724, 6476
6592, 6543, 6724, 6479
6594, 6534, 6723, 6481
6582, 6523, 6721, 6483
6544, 6503, 6718, 6485
6456, 6487, 6714, 6487
6390, 6473, 6712, 6488
6327, 6463, 6709, 6490
6292, 6467, 6708, 6492
6276, 6464, 6705, 6493
6280, 6460, 6702, 6494
6290, 6461, 6699, 6495
6295, 6455, 6697, 6496
6307, 6455, 6695, 6497
6328, 6449, 6694, 6499
6353, 6442, 6693, 6500
6365, 6443, 6692, 6501
6395, 6447, 6692, 6504
6396, 6446, 6691, 6506
6390, 6446, 6690, 6508
6388, 6441, 6688, 6510
6412, 6441, 6689, 6514
6441, 6445, 6690, 6518
6470, 6446, 6691, 6522
6504, 6442, 6691, 6526
6553, 6439, 6694, 6531
6575, 6437, 6696, 6535
6597, 6441, 6699, 6540
6625, 6445, 6703, 6545
6657, 6450, 6705, 6550
6630, 6443, 6706, 6554
6616, 6441, 6706, 6557
6581, 6439, 6706, 6561
6545, 6439, 6704, 6564
6503, 6443, 6703, 6567
6492, 6449, 6700, 6570
6472, 6455, 6697, 6573
6481, 6465, 6695, 6576
6502, 6474, 6693, 6579
6534, 6486, 6692, 6582
6601, 6503, 6690, 6585
6661, 6517, 6688, 6588
6679, 6529, 6685, 6592
6683, 6537, 6681, 6595
6693, 6547, 6678, 6598
6675, 6556, 6673, 6600
6645, 6563, 6668, 6603
6643, 6570, 6663, 6605
6631, 6576, 6659, 6608
6625, 6586, 6653, 6611
6675, 6604, 6650, 6614
6732, 6617, 6647, 6618
6779, 6627, 6644, 6621
6840, 6637, 6640, 6625
6877, 6648, 6635, 6628
6883, 6659, 6630, 6631
6888, 6669, 6624, 6633
6903, 6678, 6619, 6636
6900, 6683, 6615, 6639
6904, 6689, 6610, 6643
6911, 6706, 6607, 6646
6919, 6719, 6605, 6650
6901, 6731, 6603, 6653
6931, 6748, 6602, 6657
6957, 6765, 6602, 6660
6961, 6784, 6602, 6662
6989, 6806, 6604, 6666
7036, 6824, 6607, 6669
7063, 6841, 6609, 6672
7076, 6855, 6611, 6675
7085, 6865, 6613, 6677
7065, 6873, 6614, 6679
7048, 6885, 6615, 6682
7029, 6899, 6617, 6684
7033, 6912, 6619, 6686
7040, 6926, 6622, 6689
7063, 6943, 6627, 6692
7078, 6958, 6632, 6694
7064, 6971, 6639, 6695
7045, 6982, 6646, 6697
7034, 6986, 6652, 6698
7028, 6992, 6660, 6699
7038, 7001, 6667, 6701
7064, 7008, 6674, 6703
7101, 7019, 6680, 6706
7131, 7027, 6685, 6708
7144, 7035, 6693, 6710
7148, 7041, 6702, 6713
7152, 7050, 6709, 6716
7156, 7061, 6717, 6720
7175, 7071, 6725, 6724
7199, 7081, 6732, 6728
7218, 7094, 6740, 6732
7235, 7101, 6747, 6735
7255, 7111, 6753, 6738
7274, 7123, 6760, 6741
7304, 7134, 6767, 6745
7339, 7145, 6776, 6750
7397, 7157, 6785, 6754
7426, 7169, 6794, 6759
7451, 7184, 6802, 6763
7480, 7203, 6812, 6768
7516, 7223, 6822, 6773
7546, 7243, 6833, 6777
7577, 7260, 6846, 6782
7627, 7282, 6861, 6788
7658, 7302, 6875, 6793
7662, 7320, 6889, 6799
7653, 7341, 6902, 6805
7625, 7357, 6913, 6809
7572, 7372, 6925, 6814
7528, 7385, 6937, 6818
7509, 7399, 6950, 6823
7513, 7416, 6962, 6828
7539, 7430, 6974, 6834
7581, 7447, 6987, 6840
7614, 7464, 6999, 6846
7644, 7481, 7012, 6852
7653, 7500, 7025, 6858
7692, 7519, 7039, 6864
7719, 7537, 7053, 6871
7751, 7556, 7066, 6878
7788, 7576, 7079, 6885
7850, 7602, 7094, 6892
7890, 7625, 7108, 6900
7926, 7646, 7122, 6908
7932, 7660, 7134, 6915
7903, 7671, 7145, 6922
7870, 7681, 7156, 6929
7811, 7689, 7166, 6936
7741, 7694, 7178, 6942
7732, 7702, 7190, 6948
7746, 7709, 7203, 6954
7744, 7714, 7216, 6960
7773, 7722, 7229, 6966
7832, 7728, 7245, 6972
7847, 7734, 7259, 6978
7863, 7742, 7272, 6983
7877, 7751, 7285, 6989
7909, 7769, 7298, 6995
7920, 7786, 7311, 7000
7915, 7798, 7322, 7005
7895, 7807, 7333, 7009
7872, 7811, 7344, 7013
7820, 7816, 7355, 7016
7773, 7818, 7365, 7019
7768, 7824, 7378, 7023
7766, 7827, 7389, 7026
7790, 7834, 7402, 7030
7817, 7837, 7414, 7034
7843, 7839, 7424, 7037
7858, 7842, 7434, 7041
7860, 7839, 7443, 7044
7831, 7831, 7452, 7046
7824, 7826, 7461, 7048
7830, 7823, 7471, 7051
7838, 7826, 7481, 7053
7812, 7824, 7488, 7054
7797, 7818, 7497, 7056
7748, 7815, 7504, 7057
7625, 7804, 7507, 7057
7522, 7791, 7512, 7058
7475, 7778, 7517, 7060
7446, 7769, 7522, 7062
7432, 7758, 7527, 7065
7494, 7747, 7534, 7068
7537, 7739, 7539, 7071
7545, 7725, 7543, 7075
7571, 7718, 7548, 7078
7601, 7707, 7554, 7082
7624, 7698, 7560, 7087
7643, 7694, 7568, 7091
7700, 7693, 7575, 7095
7735, 7695, 7583, 7100
7773, 7699, 7591, 7105
7808, 7704, 7599, 7111
7828, 7704, 7606, 7116
7828, 7703, 7613, 7122
7830, 7702, 7621, 7130
7825, 7700, 7630, 7138
7819, 7700, 7638, 7145
7838, 7701, 7647, 7153
7887, 7708, 7655, 7161
7934, 7719, 7665, 7169
7978, 7726, 7673, 7177
8027, 7733, 7683, 7184
8059, 7738, 7692, 7193
8057, 7749, 7701, 7201
8056, 7762, 7710, 7209
8057, 7778, 7718, 7218
8031, 7800, 7726, 7225
8017, 7820, 7733, 7233
7987, 7834, 7739, 7240
7951, 7846, 7746, 7246
7943, 7863, 7753, 7253
7958, 7878, 7760, 7260
7948, 7889, 7765, 7266
7980, 7906, 7771, 7274
7992, 7916, 7776, 7280
7959, 7922, 7779, 7287
7930, 7929, 7784, 7293
7926, 7936, 7788, 7300
7937, 7946, 7792, 7307
7970, 7955, 7797, 7315
8015, 7963, 7801, 7324
8049, 7969, 7805, 7333
8084, 7978, 7809, 7342
8076, 7987, 7813, 7351
8062, 7994, 7817, 7359
8042, 7999, 7822, 7368
8026, 8003, 7828, 7377
8008, 8007, 7833, 7385
8009, 8008, 7838, 7394
8025, 8009, 7843, 7402
8066, 8013, 7849, 7411
8109, 8017, 7854, 7420
8140, 8020, 7859, 7429
8161, 8025, 7864, 7438
8167, 8028, 7868, 7447
8166, 8032, 7872, 7456
8147, 8036, 7875, 7464
8147, 8042, 7879, 7473
8167, 8055, 7883, 7481
8187, 8067, 7885, 7490
8205, 8075, 7888, 7498
8239, 8083, 7891, 7507
8272, 8096, 7896, 7515
8281, 8105, 7902, 7523
8292, 8117, 7906, 7531
8309, 8134, 7913, 7539
8318, 8148, 7920, 7549
8340, 8165, 7927, 7558
8404, 8183, 7934, 7569
8495, 8205, 7944, 7580
8600, 8231, 7954, 7592
8699, 8256, 7963, 7604
8764, 8278, 7972, 7616
8828, 8308, 7983, 7627
8842, 8335, 7992, 7638
8824, 8362, 8000, 7649
8827, 8390, 8009, 7660
8835, 8416, 8018, 7670
8831, 8445, 8029, 7681
8857, 8473, 8041, 7693
8913, 8503, 8055, 7705
8970, 8533, 8069, 7717
9037, 8566, 8082, 7730
9133, 8607, 8098, 7743
9206, 8646, 8112, 7757
9240, 8682, 8126, 7770
9280, 8722, 8140, 7782
9343, 8765, 8156, 7795
9343, 8803, 8172, 7807
9380, 8845, 8190, 7821
9431, 8886, 8206, 7834
9450, 8924, 8221, 7846
9468, 8964, 8238, 7860
9503, 9007, 8256, 7872
9533, 9052, 8277, 7887
9585, 9099, 8298, 7901
9610, 9139, 8321, 7914
9497, 9157, 8336, 7924
9386, 9170, 8352, 7935
9286, 9184, 8369, 7945
9077, 9178, 8380, 7954
8944, 9180, 8393, 7963
8945, 9187, 8407, 7973
8919, 9186, 8421, 7982
8837, 9183, 8432, 7990
8914, 9193, 8446, 8000
8965, 9203, 8460, 8010
8928, 9203, 8471, 8019
8941, 9204, 8483, 8029
8964, 9201, 8493, 8038
8863, 9185, 8500, 8046
8666, 9153, 8503, 8051
8483, 9111, 8504, 8055
8384, 9079, 8511, 8062
8280, 9047, 8516, 8069
8253, 9020, 8522, 8076
8360, 8999, 8530, 8084
8503, 8971, 8537, 8092
8545, 8946, 8543, 8099
8608, 8918, 8549, 8107
8630, 8887, 8554, 8114
8633, 8863, 8560, 8122
8708, 8844, 8569, 8131
8772, 8824, 8579, 8140
8814, 8798, 8587, 8149
8868, 8767, 8595, 8157
8932, 8750, 8606, 8166
8933, 8750, 8615, 8174
8920, 8747, 8626, 8182
8942, 8741, 8637, 8191
8965, 8749, 8646, 8199
8946, 8750, 8655, 8207
8955, 8752, 8666, 8216
8955, 8753, 8675, 8223
8939, 8758, 8684, 8230
8955, 8756, 8696, 8238
8997, 8756, 8708, 8246
9046, 8771, 8722, 8255
9151, 8788, 8735, 8264
9242, 8804, 8748, 8272
9337, 8835, 8762, 8282
9411, 8880, 8776, 8291
9490, 8939, 8792, 8301
9562, 8984, 8810, 8311
9622, 9028, 8826, 8322
9647, 9067, 8842, 8332
9695, 9102, 8860, 8344
9692, 9137, 8876, 8355
9687, 9174, 8893, 8366
9642, 9200, 8907, 8375
9620, 9232, 8920, 8384
9584, 9261, 8934, 8394
9565, 9280, 8947, 8403
9550, 9304, 8963, 8413
9582, 9328, 8977, 8423
9547, 9345, 8989, 8431
9537, 9362, 9003, 8439
9517, 9377, 9016, 8448
9501, 9401, 9030, 8456
9514, 9424, 9044, 8465
9621, 9454, 9060, 8474
9675, 9483, 9075, 8483
9740, 9508, 9089, 8493
9752, 9534, 9103, 8502
9662, 9544, 9112, 8509
9546, 9553, 9122, 8517
9450, 9559, 9131, 8526
9348, 9558, 9140, 8533
9201, 9542, 9143, 8539
9149, 9529, 9145, 8544
9030, 9502, 9143, 8549
8919, 9477, 9142, 8553
8853, 9452, 9144, 8558
8842, 9422, 9144, 8563
8799, 9391, 9143, 8568
8787, 9358, 9141, 8571
8781, 9324, 9140, 8574
8680, 9284, 9136, 8577
8601, 9241, 9132, 8581
8515, 9204, 9126, 8584
8497, 9171, 9121, 8588
8433, 9132, 9113, 8591
8394, 9089, 9104, 8593
8385, 9047, 9095, 8596
8441, 9013, 9088, 8600
8454, 8989, 9081, 8604
8499, 8959, 9074, 8607
8592, 8934, 9067, 8611
8654, 8906, 9060, 8616
8674, 8873, 9052, 8621
8667, 8830, 9043, 8625
8671, 8792, 9035, 8628
8629, 8749, 9025, 8631
8503, 8698, 9010, 8633
8374, 8659, 8994, 8635
8211, 8608, 8974, 8636
8046, 8558, 8957, 8639
7949, 8516, 8947, 8642
7896, 8480, 8936, 8644
7879, 8447, 8924, 8646
7955, 8428, 8918, 8649
8022, 8408, 8911, 8652
8057, 8383, 8903, 8655
8154, 8365, 8898, 8659
8239, 8353, 8894, 8663
8309, 8349, 8888, 8667
8336, 8334, 8880, 8670
8328, 8325, 8873, 8672
8303, 8316, 8866, 8674
8190, 8299, 8855, 8674
8078, 8279, 8849, 8675
8039, 8269, 8848, 8676
8024, 8263, 8850, 8677
7976, 8248, 8845, 8678
8059, 8236, 8844, 8680
8176, 8233, 8845, 8683
8187, 8217, 8840, 8685
8193, 8196, 8834, 8686
8243, 8179, 8830, 8687
8216, 8159, 8825, 8687
8024, 8125, 8815, 8685
7860, 8082, 8801, 8681
7749, 8050, 8787, 8678
7661, 8039, 8775, 8677
7527, 8018, 8760, 8674
7525, 8011, 8747, 8671
7562, 8001, 8732, 8669
7548, 7983, 8717, 8666
7527, 7977, 8705, 8665
7540, 7962, 8690, 8664
7531, 7940, 8676, 8661
7607, 7932, 8665, 8660
7691, 7922, 8654, 8660
7740, 7908, 8644, 8659
7843, 7896, 8635, 8660
7921, 7876, 8624, 8660
7948, 7867, 8613, 8661
7977, 7864, 8601, 8661
8039, 7864, 8589, 8662
8090, 7879, 8578, 8663
8190, 7894, 8567, 8664
8251, 7903, 8555, 8666
8294, 7909, 8541, 8666
8347, 7926, 8528, 8669
8395, 7935, 8516, 8671
8458, 7941, 8507, 8675
8495, 7954, 8495, 8677
8508, 7961, 8482, 8679
8484, 7966, 8468, 8681
8474, 7978, 8458, 8682
8374, 8000, 8445, 8682
8292, 8026, 8430, 8682
8225, 8040, 8415, 8681
8162, 8050, 8398, 8681
8102, 8074, 8384, 8681
8132, 8101, 8374, 8682
8233, 8138, 8365, 8684
8415, 8185, 8360, 8688
8555, 8221, 8351, 8690
8666, 8262, 8342, 8693
8709, 8297, 8329, 8694
8710, 8321, 8317, 8696
8636, 8342, 8304, 8697
8550, 8356, 8291, 8697
8520, 8374, 8284, 8698
8523, 8398, 8277, 8700
8541, 8420, 8271, 8701
8564, 8440, 8265, 8702
8633, 8455, 8263, 8703
8683, 8473, 8261, 8703
8750, 8491, 8263, 8703
8783, 8509, 8265, 8704
8839, 8531, 8264, 8704
8921, 8551, 8267, 8705
8969, 8569, 8270, 8706
9003, 8582, 8274, 8708
9045, 8600, 8278, 8709
9067, 8624, 8284, 8710
9047, 8645, 8289, 8711
9031, 8662, 8295, 8711
9012, 8688, 8300, 8710
9014, 8721, 8307, 8710
8992, 8752, 8314, 8709
8982, 8781, 8319, 8707
8989, 8809, 8323, 8705
8960, 8826, 8325, 8703
8916, 8835, 8328, 8701
8916, 8836, 8330, 8698
8907, 8840, 8331, 8696
8860, 8842, 8332, 8692
8863, 8852, 8335, 8689
8895, 8866, 8339, 8687
8923, 8884, 8345, 8685
8981, 8912, 8355, 8683
9076, 8935, 8367, 8681
9177, 8961, 8383, 8679
9186, 8973, 8396, 8677
9174, 8985, 8406, 8677
9141, 8997, 8418, 8677
9048, 8995, 8426, 8675
8914, 8988, 8431, 8675
8854, 8985, 8438, 8674
8784, 8976, 8442, 8673
8724, 8964, 8446, 8672
8697, 8950, 8449, 8671
8698, 8937, 8451, 8669
8650, 8919, 8453, 8666
8640, 8905, 8458, 8665
8640, 8896, 8463, 8664
8662, 8889, 8472, 8664
8628, 8873, 8478, 8664
8588, 8848, 8481, 8664
8532, 8828, 8483, 8667
8396, 8798, 8484, 8665
8254, 8766, 8482, 8663
8175, 8742, 8478, 8662
8136, 8718, 8478, 8659
8117, 8695, 8479, 8657
8086, 8661, 8476, 8653
8033, 8628, 8473, 8649
7957, 8591, 8475, 8645
7866, 8547, 8479, 8640
7773, 8503, 8481, 8634
7734, 8454, 8480, 8627
7661, 8392, 8480, 8620
7594, 8327, 8478, 8613
7513, 8268, 8476, 8604
7412, 8210, 8474, 8596
7333, 8152, 8470, 8588
7270, 8096, 8466, 8578
7238, 8048, 8464, 8570
7178, 7989, 8455, 8560
7131, 7934, 8446, 8550
7073, 7877, 8437, 8541
7089, 7828, 8428, 8532
7068, 7777, 8421, 8523
7028, 7718, 8409, 8511
6962, 7654, 8395, 8498
6919, 7590, 8381, 8485
6819, 7521, 8365, 8471
6790, 7470, 8351, 8459
6826, 7425, 8337, 8446
6927, 7387, 8327, 8434
7029, 7362, 8315, 8421
7126, 7333, 8301, 8409
7108, 7293, 8284, 8395
7119, 7255, 8269, 8382
7082, 7214, 8255, 8369
7004, 7182, 8241, 8354
6956, 7154, 8226, 8342
6929, 7121, 8211, 8328
6928, 7099, 8200, 8315
6929, 7074, 8191, 8303
6984, 7057, 8182, 8290
7055, 7053, 8173, 8279
7154, 7048, 8162, 8268
7210, 7048, 8149, 8257
7282, 7052, 8134, 8247
7287, 7049, 8119, 8235
7225, 7045, 8101, 8221
7158, 7034, 8085, 8207
7107, 7036, 8069, 8193
7010, 7032, 8053, 8179
6940, 7027, 8038, 8165
6941, 7021, 8022, 8153
6943, 7014, 8006, 8142
6951, 7023, 7990, 8131
6984, 7036, 7974, 8119
7022, 7044, 7957, 8110
6975, 7047, 7937, 8099
6926, 7036, 7915, 8089
6827, 7024, 7892, 8078
6698, 6997, 7867, 8066
6536, 6962, 7838, 8052
6520, 6946, 7814, 8042
6474, 6931, 7788, 8031
6447, 6912, 7762, 8020
6414, 6886, 7734, 8009
6422, 6865, 7707, 7998
6280, 6833, 7677, 7986
6124, 6796, 7644, 7972
5987, 6755, 7611, 7959
5845, 6705, 7577, 7945
5769, 6663, 7546, 7933
5794, 6623, 7517, 7920
5884, 6585, 7490, 7908
5961, 6547, 7463, 7895
6069, 6503, 7434, 7882
6060, 6458, 7404, 7868
5952, 6410, 7372, 7852
5860, 6368, 7340, 7838
5753, 6321, 7306, 7822
5670, 6280, 7272, 7808
5575, 6231, 7234, 7795
5554, 6179, 7196, 7781
5441, 6118, 7153, 7768
5330, 6051, 7113, 7754
5190, 5981, 7072, 7739
5170, 5922, 7035, 7726
5130, 5872, 7000, 7713
5103, 5814, 6963, 7697
5051, 5755, 6923, 7680
5027, 5702, 6885, 7663
4933, 5655, 6846, 7646
4815, 5587, 6806, 7627
4718, 5522, 6764, 7607
4628, 5452, 6722, 7588
4470, 5379, 6676, 7567
4370, 5313, 6632, 7548
4297, 5257, 6587, 7530
4317, 5220, 6548, 7513
4415, 5190, 6513, 7497
4606, 5172, 6480, 7482
4739, 5141, 6449, 7467
4861, 5101, 6418, 7450
4854, 5049, 6382, 7430
4812, 4998, 6347, 7413
4740, 4951, 6311, 7395
4639, 4904, 6277, 7376
4563, 4870, 6244, 7359
4509, 4823, 6210, 7342
4458, 4782, 6176, 7327
4403, 4739, 6142, 7312
4357, 4701, 6108, 7294
4305, 4662, 6076, 7278
4229, 4621, 6041, 7260
4177, 4590, 6010, 7243
4114, 4560, 5978, 7226
4105, 4524, 5947, 7208
4095, 4489, 5918, 7192
4200, 4471, 5889, 7177
4268, 4460, 5864, 7159
4359, 4449, 5839, 7142
4368, 4430, 5811, 7124
4363, 4414, 5781, 7105
4305, 4402, 5751, 7086
4249, 4396, 5725, 7067
4243, 4411, 5703, 7049
4287, 4416, 5680, 7030
4388, 4429, 5660, 7012
4493, 4432, 5636, 6994
4542, 4418, 5611, 6974
4570, 4405, 5585, 6956
4595, 4392, 5558, 6936
4590, 4384, 5533, 6917
4597, 4389, 5511, 6897
4648, 4390, 5487, 6878
4631, 4387, 5463, 6859
4584, 4383, 5437, 6839
4527, 4378, 5411, 6818
4468, 4382, 5388, 6800
4408, 4382, 5361, 6781
4379, 4383, 5335, 6763
4422, 4393, 5309, 6745
4454, 4403, 5281, 6727
4507, 4428, 5255, 6709
4573, 4448, 5229, 6689
4646, 4471, 5203, 6669
4624, 4480, 5176, 6647
4600, 4487, 5150, 6626
4541, 4485, 5125, 6605
4485, 4484, 5098, 6584
4438, 4485, 5075, 6564
4450, 4494, 5051, 6545
4414, 4495, 5024, 6523
4403, 4501, 4998, 6502
4387, 4507, 4970, 6480
4355, 4503, 4943, 6459
4301, 4496, 4915, 6436
4304, 4481, 4890, 6414
4272, 4465, 4865, 6390
4257, 4460, 4842, 6367
4256, 4451, 4821, 6344
4262, 4440, 4802, 6320
4300, 4433, 4779, 6297
4359, 4425, 4759, 6274
4403, 4419, 4740, 6251
4444, 4420, 4723, 6228
4479, 4423, 4704, 6206
4505, 4429, 4690, 6184
4529, 4435, 4679, 6162
4528, 4439, 4667, 6139
4520, 4443, 4657, 6117
4525, 4440, 4642, 6094
4483, 4434, 4625, 6071
4453, 4426, 4608, 6049
4431, 4415, 4590, 6026
4420, 4406, 4574, 6004
4422, 4406, 4560, 5982
4452, 4409, 4550, 5961
4433, 4408, 4536, 5938
4430, 4406, 4524, 5915
4439, 4406, 4513, 5892
4462, 4409, 4505, 5869
4486, 4421, 4496, 5846
4545, 4432, 4492, 5822
4602, 4442, 4488, 5800
4652, 4455, 4486, 5779
4682, 4472, 4480, 5758
4737, 4494, 4477, 5738
4804, 4520, 4477, 5720
4885, 4546, 4479, 5701
4946, 4570, 4482, 5683
4993, 4594, 4483, 5664
5003, 4611, 4486, 5646
5037, 4633, 4493, 5628
5078, 4659, 4502, 5612
5136, 4686, 4515, 5595
5217, 4717, 4526, 5579
5298, 4743, 4536, 5562
5307, 4763, 4542, 5545
5294, 4786, 4546, 5529
5285, 4813, 4549, 5514
5310, 4848, 4554, 5502
5342, 4886, 4560, 5489
5412, 4923, 4570, 5476
5488, 4963, 4579, 5463
5516, 4996, 4588, 5449
5557, 5037, 4600, 5438
5620, 5081, 4613, 5429
5684, 5131, 4629, 5419
5739, 5181, 4644, 5410
5820, 5226, 4659, 5400
5877, 5273, 4676, 5392
5866, 5311, 4691, 5384
5850, 5349, 4710, 5376
5858, 5390, 4728, 5369
5855, 5427, 4746, 5362
5836, 5465, 4763, 5355
