Avg5, Avg30, Avg100, Avg200
7764, 7667, 7496, 7391
7781, 7675, 7499, 7390
7788, 7680, 7501, 7390
7784, 7684, 7504, 7391
7739, 7683, 7506, 7390
7721, 7685, 7509, 7391
7696, 7686, 7512, 7392
7698, 7691, 7516, 7392
7700, 7694, 7519, 7393
7714, 7693, 7521, 7392
7701, 7689, 7524, 7392
7707, 7690, 7528, 7393
7720, 7695, 7532, 7394
7736, 7700, 7536, 7394
7769, 7707, 7540, 7396
7811, 7716, 7542, 7398
7853, 7731, 7546, 7400
7870, 7744, 7548, 7402
7890, 7757, 7549, 7404
7907, 7766, 7551, 7407
7927, 7776, 7553, 7409
7944, 7789, 7556, 7411
7953, 7799, 7557, 7412
7963, 7805, 7559, 7414
7975, 7810, 7562, 7416
7971, 7816, 7564, 7418
7943, 7821, 7565, 7420
7929, 7826, 7567, 7422
7926, 7833, 7570, 7425
7897, 7833, 7571, 7428
7891, 7837, 7573, 7430
7904, 7841, 7575, 7434
7915, 7848, 7578, 7437
7930, 7857, 7581, 7441
7969, 7872, 7586, 7445
7987, 7881, 7591, 7449
7995, 7891, 7597, 7454
7998, 7898, 7603, 7458
7979, 7904, 7607, 7462
7928, 7907, 7610, 7465
7895, 7914, 7614, 7468
7856, 7916, 7618, 7471
7825, 7915, 7623, 7474
7798, 7914, 7628, 7477
7810, 7914, 7633, 7482
7811, 7914, 7639, 7486
7824, 7911, 7647, 7491
7833, 7909, 7654, 7495
7862, 7910, 7661, 7499
7876, 7909, 7669, 7504
7890, 7907, 7676, 7508
7904, 7904, 7684, 7512
7884, 7897, 7689, 7516
7841, 7889, 7694, 7519
7803, 7880, 7699, 7521
7785, 7876, 7705, 7524
7755, 7873, 7710, 7526
7760, 7869, 7715, 7529
7774, 7864, 7722, 7533
7790, 7863, 7729, 7537
7777, 7857, 7735, 7541
7809, 7857, 7743, 7546
7847, 7858, 7752, 7551
7877, 7855, 7759, 7555
7913, 7853, 7768, 7559
7964, 7853, 7778, 7563
7974, 7854, 7784, 7567
7988, 7856, 7791, 7570
8022, 7862, 7797, 7574
8048, 7873, 7804, 7579
8075, 7884, 7810, 7584
8110, 7896, 7816, 7588
8140, 7908, 7822, 7594
8174, 7925, 7829, 7600
8212, 7940, 7835, 7606
8247, 7956, 7842, 7612
8265, 7969, 7848, 7618
8285, 7984, 7855, 7625
8292, 7997, 7861, 7631
8314, 8013, 7868, 7639
8332, 8030, 7875, 7646
8358, 8045, 7882, 7654
8381, 8067, 7889, 7662
8399, 8090, 7896, 7668
8357, 8106, 7902, 7674
8321, 8119, 7908, 7679
8295, 8135, 7916, 7685
8268, 8151, 7923, 7690
8252, 8169, 7931, 7696
8255, 8183, 7937, 7701
8259, 8200, 7943, 7705
8247, 8208, 7949, 7709
8228, 8215, 7954, 7713
8194, 8222, 7957, 7716
8169, 8226, 7960, 7719
8138, 8229, 7963, 7722
8128, 8234, 7967, 7726
8122, 8237, 7972, 7729
8079, 8232, 7973, 7731
8043, 8225, 7974, 7733
8020, 8219, 7976, 7736
7989, 8213, 7978, 7738
7967, 8208, 7980, 7741
7930, 8191, 7981, 7742
7878, 8169, 7981, 7744
7809, 8146, 7980, 7745
7732, 8125, 7979, 7746
7655, 8103, 7978, 7747
7648, 8084, 7978, 7749
7682, 8064, 7980, 7750
7737, 8047, 7982, 7753
7797, 8031, 7984, 7756
7832, 8012, 7984, 7758
7858, 7994, 7984, 7760
7885, 7985, 7986, 7763
7871, 7972, 7985, 7764
7874, 7961, 7985, 7765
7904, 7951, 7986, 7767
7968, 7946, 7988, 7769
8010, 7944, 7991, 7771
8088, 7944, 7993, 7773
8149, 7945, 7995, 7775
8205, 7948, 7998, 7778
8192, 7946, 8000, 7779
8147, 7941, 7999, 7780
8109, 7939, 8000, 7782
8089, 7938, 8003, 7784
8066, 7938, 8005, 7786
8068, 7944, 8007, 7788
8097, 7950, 8009, 7790
8100, 7952, 8011, 7792
8099, 7957, 8012, 7794
8084, 7958, 8014, 7796
8071, 7968, 8014, 7798
8063, 7981, 8014, 7800
8076, 7997, 8015, 7803
8048, 8009, 8015, 7806
8007, 8016, 8014, 7808
7968, 8021, 8013, 7810
7921, 8021, 8014, 7812
7873, 8019, 8014, 7814
7866, 8021, 8016, 7817
7882, 8025, 8017, 7820
7885, 8025, 8018, 7823
7903, 8024, 8018, 7826
7909, 8026, 8019, 7829
7879, 8022, 8018, 7832
7856, 8017, 8018, 7836
7841, 8004, 8017, 7839
7823, 7992, 8016, 7842
7797, 7977, 8014, 7845
7792, 7962, 8013, 7848
7808, 7951, 8014, 7852
7845, 7946, 8017, 7855
7884, 7948, 8020, 7859
7943, 7949, 8022, 7863
8001, 7947, 8025, 7867
8048, 7947, 8029, 7872
8082, 7949, 8032, 7877
8110, 7950, 8036, 7882
8134, 7955, 8040, 7887
8158, 7957, 8042, 7893
8170, 7962, 8045, 7898
8172, 7965, 8047, 7903
8172, 7969, 8049, 7909
8188, 7974, 8051, 7914
8198, 7982, 8054, 7919
8207, 7995, 8056, 7923
8229, 8009, 8057, 7927
8250, 8024, 8059, 7932
8247, 8036, 8060, 7935
8235, 8044, 8060, 7938
8224, 8052, 8060, 7941
8197, 8061, 8058, 7944
8173, 8069, 8057, 7946
8158, 8078, 8055, 7949
8197, 8097, 8056, 7952
8234, 8115, 8057, 7956
8275, 8133, 8058, 7959
8320, 8151, 8057, 7963
8355, 8171, 8056, 7966
8352, 8190, 8056, 7969
8338, 8203, 8055, 7972
8343, 8216, 8055, 7976
8337, 8227, 8056, 7979
8343, 8237, 8058, 7983
8354, 8249, 8059, 7988
8375, 8258, 8061, 7992
8387, 8267, 8062, 7996
8391, 8274, 8063, 8000
8396, 8281, 8064, 8004
8377, 8286, 8066, 8007
8375, 8292, 8068, 8011
8374, 8301, 8071, 8014
8390, 8310, 8074, 8017
8397, 8316, 8077, 8020
8411, 8321, 8080, 8024
8402, 8324, 8082, 8027
8373, 8325, 8085, 8029
8339, 8325, 8089, 8032
8305, 8326, 8092, 8034
8271, 8327, 8094, 8036
8242, 8327, 8096, 8038
8232, 8331, 8100, 8041
8199, 8329, 8105, 8043
8173, 8328, 8110, 8045
8160, 8321, 8115, 8047
8159, 8315, 8121, 8050
8165, 8312, 8126, 8052
8188, 8307, 8130, 8055
8178, 8299, 8132, 8057
8164, 8289, 8134, 8059
8165, 8286, 8137, 8061
8165, 8283, 8142, 8063
8181, 8281, 8145, 8065
8241, 8282, 8150, 8068
8309, 8282, 8155, 8070
8353, 8282, 8160, 8073
8385, 8282, 8162, 8075
8412, 8285, 8165, 8078
8412, 8284, 8167, 8080
8404, 8286, 8168, 8082
8412, 8289, 8170, 8084
8422, 8290, 8174, 8087
8421, 8290, 8179, 8089
8423, 8289, 8182, 8091
8426, 8289, 8185, 8094
8402, 8289, 8187, 8096
8383, 8292, 8190, 8098
8365, 8294, 8192, 8101
8365, 8299, 8196, 8103
8368, 8305, 8198, 8105
8396, 8314, 8203, 8108
8420, 8323, 8207, 8110
8453, 8336, 8211, 8113
8474, 8349, 8215, 8115
8500, 8362, 8221, 8118
8530, 8376, 8229, 8121
8560, 8389, 8237, 8125
8584, 8402, 8245, 8129
8592, 8418, 8251, 8133
8589, 8433, 8257, 8136
8574, 8444, 8263, 8140
8564, 8456, 8271, 8144
8546, 8463, 8277, 8148
8546, 8469, 8283, 8151
8555, 8473, 8291, 8155
8554, 8478, 8298, 8158
8559, 8485, 8306, 8162
8577, 8491, 8314, 8165
8590, 8498, 8323, 8169
8600, 8506, 8331, 8172
8615, 8512, 8339, 8176
8620, 8518, 8345, 8181
8616, 8523, 8351, 8185
8619, 8531, 8357, 8189
8583, 8532, 8360, 8193
8507, 8529, 8362, 8195
8435, 8526, 8363, 8198
8384, 8526, 8365, 8200
8331, 8525, 8367, 8203
8325, 8525, 8369, 8206
8372, 8525, 8372, 8208
8406, 8524, 8375, 8211
8440, 8524, 8378, 8213
8474, 8525, 8381, 8216
8504, 8526, 8384, 8219
8519, 8524, 8387, 8221
8527, 8519, 8390, 8223
8543, 8518, 8393, 8226
8547, 8518, 8396, 8228
8549, 8519, 8400, 8230
8560, 8521, 8404, 8232
8588, 8523, 8409, 8234
8584, 8524, 8413, 8235
8584, 8524, 8417, 8236
8594, 8526, 8420, 8238
8611, 8531, 8423, 8240
8627, 8534, 8427, 8242
8649, 8536, 8430, 8243
8682, 8540, 8434, 8245
8690, 8541, 8437, 8246
8699, 8545, 8441, 8248
8697, 8547, 8444, 8250
8702, 8550, 8448, 8252
8704, 8554, 8452, 8255
8711, 8562, 8454, 8257
8677, 8573, 8456, 8258
8653, 8583, 8458, 8260
8633, 8592, 8460, 8261
8619, 8602, 8463, 8264
8622, 8612, 8467, 8266
8660, 8621, 8470, 8269
8692, 8631, 8474, 8272
8729, 8640, 8477, 8276
8763, 8650, 8481, 8279
8792, 8660, 8486, 8283
8815, 8670, 8491, 8286
8839, 8683, 8497, 8291
8857, 8692, 8503, 8296
8871, 8704, 8509, 8300
8881, 8715, 8516, 8305
8882, 8724, 8523, 8309
8882, 8732, 8529, 8315
8885, 8743, 8537, 8321
8897, 8756, 8546, 8328
8895, 8765, 8553, 8334
8904, 8773, 8560, 8341
8917, 8780, 8567, 8347
8928, 8789, 8574, 8352
8922, 8796, 8583, 8357
8930, 8805, 8591, 8362
8896, 8805, 8597, 8367
8875, 8810, 8603, 8372
8853, 8814, 8608, 8376
8820, 8815, 8612, 8381
8801, 8820, 8616, 8386
8817, 8829, 8620, 8390
8830, 8839, 8625, 8394
8830, 8847, 8629, 8397
8854, 8854, 8634, 8400
8855, 8859, 8638, 8403
8853, 8861, 8642, 8406
8842, 8864, 8646, 8410
8851, 8867, 8650, 8414
8850, 8869, 8655, 8419
8857, 8870, 8660, 8422
8870, 8870, 8665, 8426
8884, 8872, 8671, 8430
8879, 8871, 8676, 8434
8895, 8873, 8682, 8439
8923, 8877, 8688, 8443
8953, 8882, 8693, 8448
8985, 8889, 8699, 8453
9041, 8897, 8705, 8458
9072, 8902, 8712, 8464
9088, 8909, 8717, 8469
9100, 8915, 8722, 8475
9109, 8921, 8727, 8482
9106, 8926, 8732, 8488
9108, 8933, 8737, 8494
9119, 8940, 8744, 8500
9135, 8955, 8750, 8507
9157, 8968, 8756, 8513
9174, 8980, 8763, 8520
9188, 8995, 8770, 8526
9199, 9007, 8776, 8533
9210, 9020, 8783, 8540
9229, 9034, 8790, 8548
9233, 9047, 8796, 8555
9229, 9057, 8801, 8562
9222, 9068, 8807, 8569
9209, 9080, 8812, 8575
9180, 9090, 8818, 8581
9181, 9102, 8824, 8588
9187, 9113, 8830, 8593
9211, 9127, 8838, 8599
9254, 9143, 8850, 8606
9303, 9160, 8861, 8612
9347, 9180, 8872, 8618
9396, 9197, 8883, 8625
9429, 9211, 8893, 8631
9447, 9226, 8903, 8638
9460, 9239, 8914, 8644
9479, 9253, 8924, 8651
9486, 9266, 8934, 8657
9501, 9280, 8943, 8664
9518, 9295, 8953, 8670
9521, 9308, 8963, 8676
9482, 9316, 8971, 8682
9452, 9323, 8979, 8687
9420, 9330, 8987, 8693
9395, 9339, 8995, 8700
9392, 9347, 9004, 8706
9399, 9353, 9012, 8713
9408, 9360, 9020, 8719
9408, 9365, 9028, 8724
9404, 9371, 9035, 8729
9368, 9371, 9041, 8734
9341, 9371, 9046, 8738
9321, 9375, 9052, 8743
9268, 9373, 9056, 8747
9204, 9370, 9060, 8751
9164, 9368, 9064, 8754
9132, 9363, 9068, 8758
