item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300037,3.0.0.3,2020/07/29 08:13:26,2020/07/29 08:13:33,Pass,,,,,,,,,,,
CountDown,5891801300037,3.0.0.3,2020/07/29 08:13:33,2020/07/29 08:14:25,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300037,3.0.0.3,2020/07/29 08:14:25,2020/07/29 08:16:23,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300037,3.0.0.11,2020/07/29 08:16:23,2020/07/29 08:17:38,Pass,,,,,,,,,,,
