LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,42.515896
10.000000,42.515896
26.000000,42.515896
40.000000,42.515896
56.000000,42.515896
72.000000,42.515896
88.000000,42.515896
104.000000,42.515896
120.000000,42.515896
136.000000,42.515896
152.000000,42.515896
168.000000,42.515896
184.000000,42.515896
200.000000,42.515896
216.000000,42.515896
232.000000,42.515896
248.000000,42.515896
264.000000,42.515896
280.000000,42.515896
296.000000,42.515896
312.000000,42.515896
328.000000,42.515896
344.000000,42.515896
360.000000,42.515896
376.000000,42.515896
392.000000,42.515896
408.000000,42.515896
424.000000,42.515896
440.000000,42.515896
456.000000,42.515896
472.000000,42.515896
488.000000,42.515896
504.000000,42.515896
520.000000,42.515896
536.000000,42.515896
552.000000,43.521965
568.000000,43.521965
584.000000,43.521965
600.000000,43.521965
616.000000,43.521965
632.000000,43.521965
648.000000,43.521965
664.000000,43.521965
680.000000,43.521965
696.000000,43.521965
712.000000,43.521965
728.000000,43.521965
744.000000,43.521965
760.000000,43.521965
776.000000,43.521965
792.000000,43.521965
808.000000,43.521965
824.000000,43.521965
840.000000,43.521965
856.000000,43.521965
872.000000,43.521965
888.000000,43.521965
904.000000,43.521965
920.000000,43.521965
936.000000,43.521965
952.000000,43.521965
968.000000,43.521965
984.000000,43.521965
1000.000000,43.521965
1016.000000,43.521965
1032.000000,43.521965
1048.000000,43.521965
1064.000000,43.521965
1080.000000,43.521965
1096.000000,43.521965
1112.000000,43.521965
1128.000000,43.521965
1144.000000,43.521965
1160.000000,43.521965
1176.000000,43.521965
1192.000000,43.521965
1208.000000,43.521965
1224.000000,43.521965
1240.000000,43.521965
1256.000000,43.521965
1272.000000,43.521965
1288.000000,43.521965
1304.000000,43.521965
1320.000000,43.521965
1336.000000,43.521965
1352.000000,43.521965
1368.000000,43.521965
1384.000000,43.521965
1400.000000,43.521965
1416.000000,43.521965
1432.000000,43.521965
1448.000000,43.521965
1464.000000,43.521965
1480.000000,43.521965
1496.000000,43.521965
1512.000000,43.521965
1528.000000,43.521965
1544.000000,41.780925
1560.000000,41.780925
1576.000000,41.780925
1592.000000,41.780925
1608.000000,41.780925
1624.000000,41.780925
1640.000000,41.780925
1656.000000,41.780925
1672.000000,41.780925
1688.000000,41.780925
1704.000000,41.780925
1720.000000,41.780925
1736.000000,41.780925
1752.000000,41.780925
1768.000000,41.780925
1784.000000,41.780925
1800.000000,41.780925
1816.000000,41.780925
1832.000000,41.780925
1848.000000,41.780925
1864.000000,41.780925
1880.000000,41.780925
1896.000000,41.780925
1912.000000,41.780925
1928.000000,41.780925
1944.000000,41.780925
1960.000000,41.780925
1976.000000,41.780925
1992.000000,41.780925
2008.000000,41.780925
2024.000000,41.780925
2040.000000,41.780925
2056.000000,41.780925
2072.000000,41.780925
