item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300006,3.0.0.3,2020/07/31 15:48:56,2020/07/31 15:49:00,Pass,,,,,,,,,,,
CountDown,5891801300006,3.0.0.3,2020/07/31 15:49:00,2020/07/31 15:49:52,Pass,,,,,,,,,,,
WaitConnect,5891801300006,3.0.0.4,2020/07/31 15:49:52,2020/07/31 15:49:55,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300006,3.0.0.3,2020/07/31 15:49:55,2020/07/31 15:51:50,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300006,3.0.0.11,2020/07/31 15:51:50,2020/07/31 15:53:10,Pass,,,,,,,,,,,
