item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300066,3.0.0.3,2020/07/30 00:58:29,2020/07/30 00:58:45,Pass,,,,,,,,,,,
CountDown,5891801300066,3.0.0.3,2020/07/30 00:58:45,2020/07/30 00:59:37,Pass,,,,,,,,,,,
WaitConnect,5891801300066,3.0.0.4,2020/07/30 00:59:37,2020/07/30 00:59:42,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300066,3.0.0.3,2020/07/30 00:59:42,2020/07/30 01:01:41,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300066,3.0.0.11,2020/07/30 01:01:41,2020/07/30 01:04:43,Fail,LTE_2G 914.8Tx Current FAIL,,,,,,,,,,
