item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300106,3.0.0.3,2020/07/29 10:17:52,2020/07/29 10:18:11,Pass,,,,,,,,,,,
CountDown,5891801300106,3.0.0.3,2020/07/29 10:18:11,2020/07/29 10:19:03,Pass,,,,,,,,,,,
WaitConnect,5891801300106,3.0.0.4,2020/07/29 10:19:04,2020/07/29 10:19:46,Fail,Unable to connect DUT,,,,,,,,,,
