LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,50.454806
20.000000,42.610838
40.000000,42.610838
60.000000,42.610838
80.000000,42.610838
100.000000,42.610838
120.000000,42.610838
140.000000,42.610838
160.000000,42.610838
180.000000,42.610838
200.000000,42.610838
220.000000,42.610838
240.000000,42.610838
260.000000,42.610838
280.000000,42.610838
300.000000,42.610838
320.000000,42.610838
340.000000,42.610838
360.000000,42.610838
380.000000,42.610838
400.000000,42.610838
420.000000,42.610838
440.000000,42.610838
460.000000,42.610838
480.000000,42.610838
500.000000,42.610838
520.000000,42.610838
540.000000,42.610838
560.000000,42.610838
580.000000,42.610838
600.000000,42.610838
620.000000,42.610838
640.000000,42.610838
660.000000,42.610838
680.000000,42.610838
700.000000,42.610838
720.000000,42.610838
740.000000,42.610838
760.000000,42.610838
780.000000,42.610838
800.000000,42.610838
820.000000,42.610838
840.000000,42.610838
860.000000,42.610838
880.000000,42.610838
900.000000,42.610838
920.000000,42.610838
940.000000,42.610838
960.000000,42.610838
980.000000,42.610838
1000.000000,42.610838
1020.000000,42.610838
1040.000000,42.610838
1060.000000,42.610838
1080.000000,42.610838
1100.000000,42.610838
1120.000000,42.610838
1140.000000,42.610838
1160.000000,42.610838
1180.000000,42.610838
1200.000000,42.610838
1220.000000,42.610838
1240.000000,42.610838
1260.000000,42.610838
1280.000000,42.610838
1300.000000,42.610838
1320.000000,42.610838
1340.000000,42.610838
1360.000000,42.610838
1380.000000,42.610838
1400.000000,42.610838
1420.000000,42.610838
1440.000000,42.610838
1460.000000,42.610838
1480.000000,42.610838
1500.000000,42.610838
1520.000000,42.610838
1540.000000,42.610838
1560.000000,42.610838
1580.000000,42.610838
1600.000000,42.610838
1620.000000,42.610838
1640.000000,42.610838
1660.000000,42.610838
1680.000000,42.610838
1700.000000,42.610838
1720.000000,42.610838
1740.000000,42.610838
1760.000000,42.610838
1780.000000,42.610838
1800.000000,42.610838
1820.000000,42.610838
1840.000000,42.610838
1860.000000,42.610838
1880.000000,42.610838
1900.000000,42.610838
1920.000000,42.610838
1940.000000,42.610838
1960.000000,42.610838
1980.000000,42.610838
2000.000000,42.610838
2020.000000,42.528834
2040.000000,42.528834
2060.000000,42.528834
2080.000000,42.528834
2100.000000,42.528834
2120.000000,42.528834
2140.000000,42.528834
2160.000000,42.528834
2180.000000,42.528834
2200.000000,42.528834
2220.000000,42.528834
2240.000000,42.528834
2260.000000,42.528834
2280.000000,42.528834
2300.000000,42.528834
2320.000000,42.528834
2340.000000,42.528834
2360.000000,42.528834
2380.000000,42.528834
2400.000000,42.528834
2420.000000,42.528834
2440.000000,42.528834
2460.000000,42.528834
2480.000000,42.528834
2500.000000,42.528834
2520.000000,42.528834
2540.000000,42.528834
2560.000000,42.528834
2580.000000,42.528834
2600.000000,42.528834
2620.000000,42.528834
2640.000000,42.528834
2660.000000,42.528834
2680.000000,42.528834
2700.000000,42.528834
2720.000000,42.528834
2740.000000,42.528834
2760.000000,42.528834
2780.000000,42.528834
2800.000000,42.528834
2820.000000,42.528834
2840.000000,42.528834
2860.000000,42.528834
2880.000000,42.528834
2900.000000,42.528834
2920.000000,42.528834
2940.000000,42.528834
2960.000000,42.528834
2980.000000,42.528834
3000.000000,42.528834
3020.000000,42.515951
3040.000000,42.515951
3060.000000,42.515951
3080.000000,42.515951
3100.000000,42.515951
3120.000000,42.515951
3140.000000,42.515951
3160.000000,42.515951
3180.000000,42.515951
3200.000000,42.515951
3220.000000,42.515951
3240.000000,42.515951
3260.000000,42.515951
3280.000000,42.515951
3300.000000,42.515951
3320.000000,42.515951
3340.000000,42.515951
3360.000000,42.515951
3380.000000,42.515951
3400.000000,42.515951
3420.000000,42.515951
3440.000000,42.515951
3460.000000,42.515951
3480.000000,42.515951
3500.000000,42.515951
3520.000000,42.515951
3540.000000,42.515951
3560.000000,42.515951
3580.000000,42.515951
3600.000000,42.515951
3620.000000,42.515951
3640.000000,42.515951
3660.000000,42.515951
3680.000000,42.515951
3700.000000,42.515951
3720.000000,42.515951
3740.000000,42.515951
3760.000000,42.515951
3780.000000,42.515951
3800.000000,42.515951
3820.000000,42.515951
3840.000000,42.515951
3860.000000,42.515951
3880.000000,42.515951
3900.000000,42.515951
3920.000000,42.515951
3940.000000,42.515951
3960.000000,42.515951
3980.000000,42.515951
4000.000000,42.515951
4020.000000,42.555828
4040.000000,42.555828
4060.000000,42.555828
4080.000000,42.555828
4100.000000,42.555828
4120.000000,42.555828
4140.000000,42.555828
4160.000000,42.555828
4180.000000,42.555828
4200.000000,42.555828
4220.000000,42.555828
4240.000000,42.555828
4260.000000,42.555828
4280.000000,42.555828
4300.000000,42.555828
4320.000000,42.555828
4340.000000,42.555828
4360.000000,42.555828
4380.000000,42.555828
4400.000000,42.555828
4420.000000,42.555828
4440.000000,42.555828
4460.000000,42.555828
4480.000000,42.555828
4500.000000,42.555828
4520.000000,42.555828
4540.000000,42.555828
4560.000000,42.555828
4580.000000,42.555828
4600.000000,42.555828
4620.000000,42.555828
4640.000000,42.555828
4660.000000,42.555828
4680.000000,42.555828
4700.000000,42.555828
4720.000000,42.555828
4740.000000,42.555828
4760.000000,42.555828
