LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,32.933000
16.000000,32.933000
32.000000,32.933000
48.000000,32.933000
64.000000,32.933000
80.000000,32.933000
96.000000,32.933000
112.000000,32.933000
128.000000,32.933000
144.000000,32.933000
160.000000,32.933000
176.000000,32.933000
192.000000,32.933000
208.000000,32.933000
224.000000,32.933000
240.000000,32.933000
256.000000,32.933000
272.000000,32.933000
288.000000,32.933000
304.000000,32.933000
320.000000,32.933000
336.000000,32.933000
352.000000,32.933000
368.000000,32.933000
384.000000,32.933000
400.000000,32.933000
416.000000,32.933000
432.000000,32.933000
448.000000,32.933000
464.000000,32.933000
480.000000,32.933000
496.000000,32.933000
512.000000,32.933000
528.000000,32.933000
544.000000,32.933000
560.000000,32.933000
576.000000,32.933000
592.000000,32.933000
608.000000,32.933000
624.000000,32.933000
640.000000,32.933000
656.000000,32.933000
672.000000,32.933000
688.000000,32.933000
704.000000,32.933000
720.000000,32.933000
736.000000,32.933000
752.000000,32.933000
768.000000,32.933000
784.000000,32.933000
800.000000,32.933000
816.000000,32.933000
832.000000,32.933000
848.000000,32.933000
864.000000,32.933000
880.000000,32.933000
896.000000,32.933000
912.000000,32.933000
928.000000,32.933000
944.000000,32.933000
960.000000,32.933000
976.000000,32.933000
992.000000,32.933000
1008.000000,32.947000
1024.000000,32.947000
1040.000000,32.947000
1056.000000,32.947000
1072.000000,32.947000
1088.000000,32.947000
1104.000000,32.947000
1120.000000,32.947000
1136.000000,32.947000
1152.000000,32.947000
1168.000000,32.947000
1184.000000,32.947000
1200.000000,32.947000
1216.000000,32.947000
1232.000000,32.947000
1248.000000,32.947000
1264.000000,32.947000
1280.000000,32.947000
1296.000000,32.947000
1312.000000,32.947000
1328.000000,32.947000
1344.000000,32.947000
1360.000000,32.947000
1376.000000,32.947000
1392.000000,32.947000
1408.000000,32.947000
1424.000000,32.947000
1440.000000,32.947000
1456.000000,32.947000
1472.000000,32.947000
1488.000000,32.947000
1504.000000,32.947000
1520.000000,32.947000
1536.000000,32.947000
1552.000000,32.947000
1568.000000,32.947000
1584.000000,32.947000
1600.000000,32.947000
1616.000000,32.947000
1632.000000,32.947000
1648.000000,32.947000
1664.000000,32.947000
1680.000000,32.947000
1696.000000,32.947000
1712.000000,32.947000
1728.000000,32.947000
1744.000000,32.947000
1760.000000,32.947000
1776.000000,32.947000
1792.000000,32.947000
1808.000000,32.947000
1824.000000,32.947000
1840.000000,32.947000
1856.000000,32.947000
1872.000000,32.947000
1888.000000,32.947000
1904.000000,32.947000
1920.000000,32.947000
1936.000000,32.947000
1952.000000,32.947000
1968.000000,32.947000
1984.000000,32.947000
2000.000000,32.440000
2016.000000,32.440000
2032.000000,32.440000
2048.000000,32.440000
2064.000000,32.440000
2080.000000,32.440000
2096.000000,32.440000
