item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300030,3.0.0.3,2020/07/31 16:08:29,2020/07/31 16:08:34,Pass,,,,,,,,,,,
CountDown,5891801300030,3.0.0.3,2020/07/31 16:08:34,2020/07/31 16:09:26,Pass,,,,,,,,,,,
WaitConnect,5891801300030,3.0.0.4,2020/07/31 16:09:26,2020/07/31 16:09:28,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300030,3.0.0.3,2020/07/31 16:09:28,2020/07/31 16:11:01,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300030,3.0.0.11,2020/07/31 16:11:01,2020/07/31 16:12:22,Pass,,,,,,,,,,,
