item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300062,3.0.0.3,2020/07/29 13:40:51,2020/07/29 13:41:06,Pass,,,,,,,,,,,
CountDown,5891801300062,3.0.0.3,2020/07/29 13:41:06,2020/07/29 13:41:58,Pass,,,,,,,,,,,
WaitConnect,5891801300062,3.0.0.4,2020/07/29 13:41:58,2020/07/29 13:42:41,Fail,Unable to connect DUT,,,,,,,,,,
