item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300031,3.0.0.3,2020/07/29 09:56:12,2020/07/29 09:56:15,Pass,,,,,,,,,,,
CountDown,5891801300031,3.0.0.3,2020/07/29 09:56:15,2020/07/29 09:57:07,Pass,,,,,,,,,,,
WaitConnect,5891801300031,3.0.0.4,2020/07/29 09:57:07,2020/07/29 09:57:49,Fail,Unable to connect DUT,,,,,,,,,,
