item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300111,3.0.0.3,2020/07/29 02:28:54,2020/07/29 02:29:01,Pass,,,,,,,,,,,
CountDown,5891801300111,3.0.0.3,2020/07/29 02:29:01,2020/07/29 02:29:54,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300111,3.0.0.3,2020/07/29 02:29:54,2020/07/29 02:31:49,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300111,3.0.0.11,2020/07/29 02:31:49,2020/07/29 02:33:13,Pass,,,,,,,,,,,
