item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300096,3.0.0.3,2020/07/29 03:19:46,2020/07/29 03:19:51,Pass,,,,,,,,,,,
CountDown,5891801300096,3.0.0.3,2020/07/29 03:19:51,2020/07/29 03:20:43,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300096,3.0.0.3,2020/07/29 03:20:43,2020/07/29 03:22:38,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300096,3.0.0.11,2020/07/29 03:22:38,2020/07/29 03:24:03,Pass,,,,,,,,,,,
