item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20_RF_Zigbee,5891801300093,3.0.0.3,2020/07/28 10:09:29,2020/07/28 10:11:31,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300093,3.0.0.11,2020/07/28 10:11:31,2020/07/28 10:12:52,Pass,,,,,,,,,,,
