item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300007,3.0.0.3,2020/08/03 14:31:44,2020/08/03 14:31:49,Pass,,,,,,,,,,,
CountDown,5891801300007,3.0.0.3,2020/08/03 14:31:49,2020/08/03 14:32:42,Pass,,,,,,,,,,,
WaitConnect,5891801300007,3.0.0.4,2020/08/03 14:32:42,2020/08/03 14:32:44,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300007,3.0.0.3,2020/08/03 14:32:44,2020/08/03 14:34:40,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300007,3.0.0.11,2020/08/03 14:34:40,2020/08/03 14:36:00,Pass,,,,,,,,,,,
