item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300056,3.0.0.3,2020/07/31 18:12:55,2020/07/31 18:13:00,Pass,,,,,,,,,,,
CountDown,5891801300056,3.0.0.3,2020/07/31 18:13:01,2020/07/31 18:13:53,Pass,,,,,,,,,,,
WaitConnect,5891801300056,3.0.0.4,2020/07/31 18:13:53,2020/07/31 18:14:35,Fail,Unable to connect DUT,,,,,,,,,,
