item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300057,3.0.0.3,2020/07/28 22:19:33,2020/07/28 22:19:39,Pass,,,,,,,,,,,
CountDown,5891801300057,3.0.0.3,2020/07/28 22:19:39,2020/07/28 22:20:31,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300057,3.0.0.3,2020/07/28 22:20:31,2020/07/28 22:21:18,Fail,Connect DUT fail,,,,,,,,,,
