item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300056,3.0.0.3,2020/07/29 05:59:56,2020/07/29 06:00:02,Pass,,,,,,,,,,,
CountDown,5891801300056,3.0.0.3,2020/07/29 06:00:02,2020/07/29 06:00:54,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300056,3.0.0.3,2020/07/29 06:00:54,2020/07/29 06:01:12,Fail,Connect DUT fail,,,,,,,,,,
