item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300075,3.0.0.3,2020/07/29 03:44:44,2020/07/29 03:44:49,Pass,,,,,,,,,,,
CountDown,5891801300075,3.0.0.3,2020/07/29 03:44:49,2020/07/29 03:45:42,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300075,3.0.0.3,2020/07/29 03:45:42,2020/07/29 03:45:54,Fail,Connect DUT fail,,,,,,,,,,
