item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300044,3.0.0.3,2020/07/29 10:04:23,2020/07/29 10:04:41,Pass,,,,,,,,,,,
CountDown,5891801300044,3.0.0.3,2020/07/29 10:04:41,2020/07/29 10:05:33,Pass,,,,,,,,,,,
WaitConnect,5891801300044,3.0.0.4,2020/07/29 10:05:33,2020/07/29 10:06:16,Fail,Unable to connect DUT,,,,,,,,,,
