item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300041,3.0.0.3,2020/07/28 21:43:30,2020/07/28 21:43:38,Pass,,,,,,,,,,,
CountDown,5891801300041,3.0.0.3,2020/07/28 21:43:38,2020/07/28 21:44:31,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300041,3.0.0.3,2020/07/28 21:44:31,2020/07/28 21:46:26,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300041,3.0.0.11,2020/07/28 21:46:26,2020/07/28 21:47:50,Pass,,,,,,,,,,,
