item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300068,3.0.0.3,2020/07/29 10:25:03,2020/07/29 10:25:18,Pass,,,,,,,,,,,
CountDown,5891801300068,3.0.0.3,2020/07/29 10:25:18,2020/07/29 10:26:10,Pass,,,,,,,,,,,
WaitConnect,5891801300068,3.0.0.4,2020/07/29 10:26:11,2020/07/29 10:26:13,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300068,3.0.0.3,2020/07/29 10:26:13,2020/07/29 10:28:09,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300068,3.0.0.11,2020/07/29 10:28:09,2020/07/29 10:30:28,Fail,LTE_2G 914.8Tx Current FAIL,,,,,,,,,,
