item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300104,3.0.0.3,2020/07/29 02:40:18,2020/07/29 02:40:34,Pass,,,,,,,,,,,
CountDown,5891801300104,3.0.0.3,2020/07/29 02:40:34,2020/07/29 02:41:26,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300104,3.0.0.3,2020/07/29 02:41:26,2020/07/29 02:43:20,Pass,,,,,,,,,,,
GFI20_RF_LTE,5891801300104,3.0.0.11,2020/07/29 02:43:20,2020/07/29 02:44:39,Pass,,,,,,,,,,,
