item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300069,3.0.0.3,2020/07/29 06:22:11,2020/07/29 06:22:19,Pass,,,,,,,,,,,
CountDown,5891801300069,3.0.0.3,2020/07/29 06:22:19,2020/07/29 06:23:11,Pass,,,,,,,,,,,
GFI20_RF_Zigbee,5891801300069,3.0.0.3,2020/07/29 06:23:11,2020/07/29 06:23:19,Fail,Connect DUT fail,,,,,,,,,,
