item,SN,version,starttime,endtime,testresult,reason,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10
GFI20Bootup,5891801300035,3.0.0.3,2020/07/29 14:01:15,2020/07/29 14:01:19,Pass,,,,,,,,,,,
CountDown,5891801300035,3.0.0.3,2020/07/29 14:01:19,2020/07/29 14:02:11,Pass,,,,,,,,,,,
WaitConnect,5891801300035,3.0.0.4,2020/07/29 14:02:11,2020/07/29 14:02:53,Fail,Unable to connect DUT,,,,,,,,,,
