LUID=004100027db70002
FORMFACTOR=2IN1
HINGE=BOTTOM
time[ms],AmbientLightSensor_0[lux]
0.000000,22.981998
20.000000,9.662898
40.000000,9.662898
60.000000,9.662898
80.000000,9.662898
100.000000,9.662898
120.000000,9.662898
140.000000,9.662898
160.000000,9.662898
180.000000,9.662898
200.000000,9.662898
220.000000,9.662898
240.000000,9.662898
260.000000,9.662898
280.000000,9.662898
300.000000,9.662898
320.000000,9.662898
340.000000,9.662898
360.000000,9.662898
380.000000,9.662898
400.000000,9.662898
420.000000,9.662898
440.000000,9.662898
460.000000,9.662898
480.000000,9.662898
500.000000,9.662898
520.000000,9.662898
540.000000,9.662898
560.000000,9.662898
580.000000,9.662898
600.000000,9.662898
620.000000,9.662898
640.000000,9.662898
660.000000,9.662898
680.000000,9.662898
700.000000,9.662898
720.000000,9.662898
740.000000,9.662898
760.000000,9.662898
780.000000,9.662898
800.000000,9.662898
820.000000,9.662898
840.000000,9.662898
860.000000,9.662898
880.000000,9.662898
900.000000,9.662898
920.000000,9.662898
940.000000,9.662898
960.000000,9.662898
980.000000,9.662898
1000.000000,9.662898
1020.000000,9.591987
1040.000000,9.591987
1060.000000,9.591987
1080.000000,9.591987
1100.000000,9.591987
1120.000000,9.591987
1140.000000,9.591987
1160.000000,9.591987
1180.000000,9.591987
1200.000000,9.591987
1220.000000,9.591987
1240.000000,9.591987
1260.000000,9.591987
1280.000000,9.591987
1300.000000,9.591987
1320.000000,9.591987
1340.000000,9.591987
1360.000000,9.591987
1380.000000,9.591987
1400.000000,9.591987
1420.000000,9.591987
1440.000000,9.591987
1460.000000,9.591987
1480.000000,9.591987
1500.000000,9.591987
1520.000000,9.591987
1540.000000,9.591987
1560.000000,9.591987
1580.000000,9.591987
1600.000000,9.591987
1620.000000,9.591987
1640.000000,9.591987
1660.000000,9.591987
1680.000000,9.591987
1700.000000,9.591987
1720.000000,9.591987
1740.000000,9.591987
1760.000000,9.591987
1780.000000,9.591987
1800.000000,9.591987
1820.000000,9.591987
1840.000000,9.591987
1860.000000,9.591987
1880.000000,9.591987
1900.000000,9.591987
1920.000000,9.591987
1940.000000,9.591987
1960.000000,9.591987
1980.000000,9.591987
2000.000000,9.591987
2020.000000,9.606915
2040.000000,9.606915
2060.000000,9.606915
2080.000000,9.606915
2100.000000,9.606915
2120.000000,9.606915
2140.000000,9.606915
2160.000000,9.606915
2180.000000,9.606915
2200.000000,9.606915
2220.000000,9.606915
2240.000000,9.606915
2260.000000,9.606915
2280.000000,9.606915
2300.000000,9.606915
2320.000000,9.606915
2340.000000,9.606915
2360.000000,9.606915
2380.000000,9.606915
2400.000000,9.606915
